,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
25891,C17186,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,80,275.1,0,275.1,48301200.0,0,0,0,1,0,1,0,0,1,1,0,559 days 01:00:00,9,559
25918,C17273,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,80,137.55,0,137.55,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
25938,C17335,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,80,0.0,0,137.55,10198800.0,0,0,0,0,0,0,0,0,1,0,0,118 days 01:00:00,9,118
25965,C17436,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,286.5,48819600.0,0,0,0,1,0,1,0,0,1,1,0,565 days 01:00:00,9,565
25996,C17521,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,68.77,53398800.0,0,0,0,1,0,1,0,0,1,1,0,618 days 01:00:00,9,618
26144,C17981,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,80,286.5,0,286.5,32832000.0,0,0,0,1,0,1,0,0,1,1,0,380 days 00:00:00,9,380
26209,C18148,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,286.5,48301200.0,0,0,0,1,0,1,0,0,1,1,0,559 days 01:00:00,9,559
26349,C18505,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,80,143.0,0,286.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,60 days 01:00:00,9,60
26429,C18687,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,573.0,89510400.0,0,0,0,1,0,1,0,0,1,1,0,1036 days 00:00:00,9,1036
26536,C18972,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,80,297.0,0,297.0,24015600.0,0,0,0,1,0,1,0,0,1,1,0,277 days 23:00:00,9,277
26568,C19057,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,74.0,0,74.0,16844400.0,0,0,0,1,0,1,0,0,1,1,0,194 days 23:00:00,9,194
26694,C19353,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,74.0,0,74.0,21686400.0,0,0,0,1,0,1,0,0,1,1,0,251 days 00:00:00,9,251
26743,C19516,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,297.0,46915200.0,0,0,0,1,0,1,0,0,1,1,0,543 days 00:00:00,9,543
26766,C19570,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,297.0,31017600.0,0,0,0,1,0,1,0,0,1,1,0,359 days 00:00:00,9,359
26896,C19841,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,80,148.0,0,148.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,9,0
26907,C19886,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,80,155.0,0,155.0,1468800.0,0,0,0,0,0,0,0,0,1,0,0,17 days 00:00:00,9,17
26934,C19958,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,36.0,0,36.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,9,0
26939,C19981,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,312.0,41904000.0,0,0,0,1,0,1,0,0,1,1,0,485 days 00:00:00,9,485
27091,C20441,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,312.0,84499200.0,0,0,0,1,0,1,0,0,1,1,0,978 days 00:00:00,9,978
27168,C20641,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,624.0,44150400.0,0,0,0,1,0,1,0,0,1,1,0,511 days 00:00:00,9,511
27219,C20780,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,80,155.0,0,155.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
27278,C20948,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,80,100.0,0,312.0,41036400.0,1,0,0,1,0,1,0,0,1,1,0,474 days 23:00:00,9,474
27415,C21311,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,80,0.0,0,155.0,12178800.0,0,0,0,0,0,0,0,0,1,0,0,140 days 23:00:00,9,140
27763,C22154,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,80,318.0,0,639.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,60 days 00:00:00,9,60
27865,C22433,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,639.0,46220400.0,0,0,0,1,0,1,0,0,1,1,0,534 days 23:00:00,9,534
27874,C22463,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,80,0.0,0,639.0,55209600.0,0,0,0,1,0,1,0,0,1,1,0,639 days 00:00:00,9,639
27896,C22520,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,80,154.0,0,319.5,18406800.0,0,0,0,1,0,1,0,0,1,1,0,213 days 01:00:00,9,213
28003,C23438,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,80,0.0,0,168.0,1555200.0,0,0,0,0,0,0,0,0,1,0,0,18 days 00:00:00,9,18
68117,N92099,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,21.0,0,21.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
72562,P1049,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,39.0,0,47.0,10458000.0,0,0,0,1,0,1,0,0,1,1,0,121 days 01:00:00,9,121
75605,S101599,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,46.0,0,71.5,18320400.0,0,0,0,1,0,1,0,0,1,1,0,212 days 01:00:00,9,212
75781,S102079,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,85.75,0,71.5,51584400.0,0,0,0,1,0,1,0,0,1,1,0,597 days 01:00:00,9,597
76027,S102800,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,35.0,0,35.0,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,9,4
76364,S104001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,35.0,0,35.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,9,5
76494,S104405,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,35.0,12186000.0,0,0,0,0,0,0,0,0,1,0,0,141 days 01:00:00,9,141
76709,S104862,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,35.0,0,35.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
77248,S105875,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,82.5,0,71.5,40438800.0,1,0,0,1,0,1,0,0,1,1,0,468 days 01:00:00,9,468
77421,S106248,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,46.0,0,71.5,19443600.0,1,0,0,1,0,1,0,0,1,1,0,225 days 01:00:00,9,225
77435,S106273,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,35.0,10458000.0,0,0,0,0,0,0,0,0,1,0,0,121 days 01:00:00,9,121
77436,S106274,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,71.5,48301200.0,0,0,0,1,0,1,0,0,1,1,0,559 days 01:00:00,9,559
77726,S106943,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,71.5,48387600.0,0,0,0,1,0,1,0,0,1,1,0,560 days 01:00:00,9,560
77728,S106949,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,35.0,0,35.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
77848,S107234,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,35.0,3798000.0,0,0,0,0,0,0,0,0,1,0,0,43 days 23:00:00,9,43
78149,S107878,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,71.5,41558400.0,0,0,0,1,0,1,0,0,1,1,0,481 days 00:00:00,9,481
80283,S112811,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,35.0,11926800.0,0,0,0,0,0,0,0,0,1,0,0,138 days 01:00:00,9,138
80768,S113886,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,7,0.0,0,71.5,14086800.0,0,1,0,1,0,1,0,0,1,1,0,163 days 01:00:00,9,163
81634,S115826,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,36.0,0,36.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00,9,3
81873,S116411,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,71.5,80092800.0,0,0,0,1,0,1,0,0,1,1,0,927 days 00:00:00,9,927
82049,S117211,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,35.0,3801600.0,0,0,0,0,0,0,0,0,1,0,0,44 days 00:00:00,9,44
82068,S117267,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,35.0,11660400.0,0,0,0,0,0,0,0,0,1,0,0,134 days 23:00:00,9,134
82157,S117471,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,41,0.0,0,0.0,160704000.0,0,1,0,1,0,1,0,0,1,1,0,1860 days 00:00:00,9,1860
83134,S119573,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,36.0,0,36.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
83135,S119574,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,36.0,0,36.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,9,5
83507,S120383,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,74.0,54604800.0,0,0,0,1,0,1,0,0,1,1,0,632 days 00:00:00,9,632
83707,S120776,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,74.0,53049600.0,0,0,0,1,0,1,0,0,1,1,0,614 days 00:00:00,9,614
84516,S122420,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,7,0.0,0,74.0,16070400.0,0,1,0,1,0,1,0,0,1,1,0,186 days 00:00:00,9,186
84579,S122542,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,74.0,50457600.0,0,0,0,1,0,1,0,0,1,1,0,584 days 00:00:00,9,584
84604,S122608,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,7,49.0,0,36.0,13050000.0,0,0,0,0,0,0,0,0,1,1,0,151 days 01:00:00,9,151
86178,S125780,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,74.0,70502400.0,0,0,0,1,0,1,0,0,1,1,0,816 days 00:00:00,9,816
86363,S126100,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,87.5,0,74.0,31017600.0,0,0,0,1,0,1,0,0,1,1,0,359 days 00:00:00,9,359
87168,S127675,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,15,22.0,0,22.0,3801600.0,0,0,0,0,0,0,0,0,1,0,0,44 days 00:00:00,9,44
87169,S127676,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,36.0,0,36.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00,9,2
88716,S130572,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,36.0,0,36.0,1123200.0,0,0,0,0,0,0,0,0,1,0,0,13 days 00:00:00,9,13
88746,S130623,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,74.0,60390000.0,0,0,0,1,0,1,0,0,1,1,0,698 days 23:00:00,9,698
89688,S132713,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,10364400.0,0,0,0,0,0,0,0,0,1,0,0,119 days 23:00:00,9,119
89810,S132950,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,90806400.0,0,0,0,1,0,1,0,0,1,1,0,1051 days 00:00:00,9,1051
91021,S135287,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,91.0,0,77.5,77673600.0,0,0,0,1,0,1,0,0,1,1,0,899 days 00:00:00,9,899
91276,S135734,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,93312000.0,0,0,0,1,0,1,0,0,1,1,0,1080 days 00:00:00,9,1080
91440,S136075,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,7603200.0,0,0,0,0,0,0,0,0,1,0,0,88 days 00:00:00,9,88
91451,S136092,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,950400.0,0,0,0,0,0,0,0,0,1,0,0,11 days 00:00:00,9,11
91512,S136220,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,7,0.0,0,77.5,81478800.0,0,1,0,1,0,1,0,0,1,1,0,943 days 01:00:00,9,943
91770,S136710,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00,9,2
91910,S136984,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,518400.0,0,0,0,0,0,0,0,0,1,0,0,6 days 00:00:00,9,6
92145,S137404,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,89337600.0,0,0,0,1,0,1,0,0,1,1,0,1034 days 00:00:00,9,1034
92405,S137889,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,86659200.0,0,0,0,1,0,1,0,0,1,1,0,1003 days 00:00:00,9,1003
92682,S138360,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,7,0.0,0,149.5,12704400.0,0,1,0,1,0,1,0,0,1,1,0,147 days 01:00:00,9,147
92865,S138650,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,11149200.0,0,0,0,0,0,0,0,0,1,0,0,129 days 01:00:00,9,129
92995,S138902,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,91.0,0,77.5,20307600.0,1,0,0,1,0,1,0,0,1,1,0,235 days 01:00:00,9,235
93007,S138924,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,9,5
93008,S138925,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,85968000.0,0,0,0,1,0,1,0,0,1,1,0,995 days 00:00:00,9,995
93014,S138937,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,8816400.0,0,0,0,0,0,0,0,0,1,0,0,102 days 01:00:00,9,102
93043,S138984,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,85795200.0,0,0,0,1,0,1,0,0,1,1,0,993 days 00:00:00,9,993
93146,S139162,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,3974400.0,0,0,0,0,0,0,0,0,1,0,0,46 days 00:00:00,9,46
93511,S139897,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00,9,2
93942,S140625,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,10976400.0,0,0,0,0,0,0,0,0,1,0,0,127 days 01:00:00,9,127
94323,S141329,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,91.0,0,77.5,25574400.0,1,0,0,1,0,1,0,0,1,1,0,296 days 00:00:00,9,296
95033,S142583,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,81475200.0,0,0,0,1,0,1,0,0,1,1,0,943 days 00:00:00,9,943
95150,S142798,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,82425600.0,0,0,0,1,0,1,0,0,1,1,0,954 days 00:00:00,9,954
95389,S143242,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,81907200.0,0,0,0,1,0,1,0,0,1,1,0,948 days 00:00:00,9,948
95561,S143559,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,11322000.0,0,0,0,0,0,0,0,0,1,0,0,131 days 01:00:00,9,131
95849,S144151,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,604800.0,0,0,0,0,0,0,0,0,1,0,0,7 days 00:00:00,9,7
96015,S144431,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
96641,S145645,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,9,0
97038,S146434,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,7,102.0,0,77.5,12438000.0,0,1,1,1,1,1,1,0,1,1,0,143 days 23:00:00,9,143
98118,S148617,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,78.0,3625200.0,0,0,0,0,0,0,0,0,1,0,0,41 days 23:00:00,9,41
98253,S148900,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,7,0.0,0,77.5,14169600.0,0,1,0,1,0,1,0,0,1,1,0,164 days 00:00:00,9,164
99592,S151412,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,9,5
99639,S151493,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,518400.0,0,0,0,0,0,0,0,0,1,0,0,6 days 00:00:00,9,6
99692,S151594,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
99950,S152075,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,56592000.0,0,0,0,1,0,1,0,0,1,1,0,655 days 00:00:00,9,655
100310,S152696,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,3024000.0,0,0,0,0,0,0,0,0,1,0,0,35 days 00:00:00,9,35
100359,S152781,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,777600.0,0,0,0,0,0,0,0,0,1,0,0,9 days 00:00:00,9,9
100434,S152921,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
100478,S152995,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,56160000.0,0,0,0,1,0,1,0,0,1,1,0,650 days 00:00:00,9,650
100689,S153368,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,6825600.0,0,0,0,0,0,0,0,0,1,0,0,79 days 00:00:00,9,79
100813,S153557,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,91.0,0,77.5,33696000.0,0,0,0,1,0,1,0,0,1,1,0,390 days 00:00:00,9,390
100941,S153765,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,5875200.0,0,0,0,0,0,0,0,0,1,0,0,68 days 00:00:00,9,68
100979,S153826,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,604800.0,0,0,0,0,0,0,0,0,1,0,0,7 days 00:00:00,9,7
101308,S154383,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,91.0,0,77.5,34905600.0,0,0,0,1,0,1,0,0,1,1,0,404 days 00:00:00,9,404
101452,S154633,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,604800.0,0,0,0,0,0,0,0,0,1,0,0,7 days 00:00:00,9,7
101906,S155434,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,9,4
102075,S155727,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,1036800.0,0,0,0,0,0,0,0,0,1,0,0,12 days 00:00:00,9,12
102208,S155960,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,91.0,0,77.5,34992000.0,0,0,0,1,0,1,0,0,1,1,0,405 days 00:00:00,9,405
102265,S156061,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,9,4
103016,S157433,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,38.0,4406400.0,0,0,0,0,0,0,0,0,1,0,0,51 days 00:00:00,9,51
103314,S158086,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,49852800.0,0,0,0,1,0,1,0,0,1,1,0,577 days 00:00:00,9,577
103363,S158165,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,9,4
103608,S158664,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,23.0,0,23.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
104325,S160137,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,149.5,49248000.0,0,0,0,1,0,1,0,0,1,1,0,570 days 00:00:00,9,570
104331,S160148,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,38.0,0,38.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,9,1
104468,S160414,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,77.5,48211200.0,0,0,0,1,0,1,0,0,1,1,0,558 days 00:00:00,9,558
104717,S160890,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,39.0,0,39.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,9,5
104841,S161122,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,7,0.0,0,79.5,27820800.0,0,1,0,1,1,1,1,0,1,1,0,322 days 00:00:00,9,322
105824,S163126,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,7,94.5,0,79.5,35164800.0,0,0,0,1,0,1,0,0,1,1,0,407 days 00:00:00,9,407
106081,S163607,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,39.0,0,39.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00,9,3
106198,S163842,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,7,54.0,0,39.0,12528000.0,0,0,0,0,0,0,0,0,1,1,0,145 days 00:00:00,9,145
106408,S164300,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0.0,0,153.0,61948800.0,0,0,0,1,0,1,0,0,1,1,0,717 days 00:00:00,9,717
106773,S165116,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,39.0,0,39.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00,9,2
106837,S165244,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,7,0.0,0,79.5,14688000.0,0,1,0,1,0,1,0,0,1,1,0,170 days 00:00:00,9,170
107473,S166417,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0.0,0,39.0,4492800.0,0,0,0,0,0,0,0,0,1,0,0,52 days 00:00:00,9,52
