,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
19409,A43463,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,87177600.0,1,0,0,1,0,1,0,0,1,1,0,1009 days 00:00:00,7,1009,638067.4288298129,11995667146.751478
19490,A43600,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,86832000.0,1,0,0,1,0,1,0,0,1,1,0,1005 days 00:00:00,7,1005,638067.4288298129,11995667146.751478
19710,A43958,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,83548800.0,1,0,0,1,0,1,0,0,1,1,0,967 days 00:00:00,7,967,638067.4288298129,11995667146.751478
19898,A44305,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,86054400.0,1,0,0,1,0,1,0,0,1,1,0,996 days 00:00:00,7,996,638067.4288298129,11995667146.751478
19960,A44403,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,38.0,0,77.5,86054400.0,1,0,0,1,0,1,0,0,1,1,0,996 days 00:00:00,7,996,638067.4288298129,11995667146.751478
20121,A44683,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,84672000.0,1,0,0,1,0,1,0,0,1,1,0,980 days 00:00:00,7,980,638067.4288298129,11995667146.751478
20208,A44811,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,82166400.0,1,0,0,1,0,1,0,0,1,1,0,951 days 00:00:00,7,951,638067.4288298129,11995667146.751478
20519,A45369,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,83462400.0,1,0,0,1,0,1,0,0,1,1,0,966 days 00:00:00,7,966,638067.4288298129,11995667146.751478
20941,A46473,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,81129600.0,1,0,0,1,0,1,0,0,1,1,0,939 days 00:00:00,7,939,638067.4288298129,11995667146.751478
22845,A82,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,84067200.0,1,0,0,1,0,1,0,0,1,1,0,973 days 00:00:00,7,973,638067.4288298129,11995667146.751478
23152,A8980,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,157,196.0,0,74.0,98064000.0,1,1,1,1,0,1,1,0,1,1,0,1135 days 00:00:00,7,1135,638067.4288298129,11995667146.751478
25244,C15018,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,154,42.0,0,65.5,104889600.0,1,0,0,1,0,1,0,0,1,1,0,1214 days 00:00:00,7,1214,638067.4288298129,11995667146.751478
26390,C18602,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,126,154.0,0,286.5,88646400.0,1,0,0,1,0,1,0,0,1,1,0,1026 days 00:00:00,7,1026,638067.4288298129,11995667146.751478
27155,C20597,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,93312000.0,1,0,0,1,0,1,0,0,1,1,0,1080 days 00:00:00,7,1080,638067.4288298129,11995667146.751478
28166,N100117,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,87177600.0,1,0,0,1,0,1,0,0,1,1,0,1009 days 00:00:00,7,1009,638067.4288298129,11995667146.751478
28257,N100296,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,87004800.0,1,0,0,1,0,1,0,0,1,1,0,1007 days 00:00:00,7,1007,638067.4288298129,11995667146.751478
28477,N100690,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,86832000.0,1,0,0,1,0,1,0,0,1,1,0,1005 days 00:00:00,7,1005,638067.4288298129,11995667146.751478
28551,N100839,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,84585600.0,1,0,0,1,0,1,0,0,1,1,0,979 days 00:00:00,7,979,638067.4288298129,11995667146.751478
28788,N101275,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,5.0,0,71.5,84844800.0,1,0,0,1,0,1,0,0,1,1,0,982 days 00:00:00,7,982,638067.4288298129,11995667146.751478
28962,N101650,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.6,0,71.5,85536000.0,1,0,0,1,0,1,0,0,1,1,0,990 days 00:00:00,7,990,638067.4288298129,11995667146.751478
29187,N102163,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,84758400.0,1,0,0,1,0,1,0,0,1,1,0,981 days 00:00:00,7,981,638067.4288298129,11995667146.751478
29208,N102197,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,84499200.0,1,0,0,1,0,1,0,0,1,1,0,978 days 00:00:00,7,978,638067.4288298129,11995667146.751478
29382,N102492,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,85622400.0,1,0,0,1,0,1,0,0,1,1,0,991 days 00:00:00,7,991,638067.4288298129,11995667146.751478
29388,N102499,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,85622400.0,1,0,0,1,0,1,0,0,1,1,0,991 days 00:00:00,7,991,638067.4288298129,11995667146.751478
29662,N102972,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,83980800.0,2,0,0,1,0,1,0,0,1,1,0,972 days 00:00:00,7,972,638067.4288298129,11995667146.751478
38935,N36165,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,128304000.0,1,0,0,1,0,1,0,0,1,1,0,1485 days 00:00:00,7,1485,638067.4288298129,11995667146.751478
40637,N39142,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,47.16,0,65.5,130982400.0,1,0,0,1,0,1,0,0,1,1,0,1516 days 00:00:00,7,1516,638067.4288298129,11995667146.751478
41065,N39878,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,127353600.0,1,0,0,1,0,1,0,0,1,1,0,1474 days 00:00:00,7,1474,638067.4288298129,11995667146.751478
42088,N41538,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,32.0,0,65.5,126316800.0,1,0,0,1,0,1,0,0,1,1,0,1462 days 00:00:00,7,1462,638067.4288298129,11995667146.751478
42136,N41627,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,32.0,0,65.5,125020800.0,1,0,0,1,0,1,0,0,1,1,0,1447 days 00:00:00,7,1447,638067.4288298129,11995667146.751478
42202,N41735,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,32.0,0,65.5,123296400.0,1,0,0,1,0,1,0,0,1,1,0,1427 days 01:00:00,7,1427,638067.4288298129,11995667146.751478
42407,N42047,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,118544400.0,1,0,0,1,0,1,0,0,1,1,0,1372 days 01:00:00,7,1372,638067.4288298129,11995667146.751478
43551,N43630,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,32.0,0,65.5,112323600.0,1,0,0,1,0,1,0,0,1,1,0,1300 days 01:00:00,7,1300,638067.4288298129,11995667146.751478
43768,N43951,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,108781200.0,1,0,0,1,0,1,0,0,1,1,0,1259 days 01:00:00,7,1259,638067.4288298129,11995667146.751478
44172,N44517,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,111027600.0,1,0,0,1,0,1,0,0,1,1,0,1285 days 01:00:00,7,1285,638067.4288298129,11995667146.751478
44495,N45132,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,105930000.0,1,0,0,1,0,1,0,0,1,1,0,1226 days 01:00:00,7,1226,638067.4288298129,11995667146.751478
44867,N45729,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,47.16,0,65.5,103075200.0,1,0,0,1,0,1,0,0,1,1,0,1193 days 00:00:00,7,1193,638067.4288298129,11995667146.751478
45078,N46087,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,47.16,0,65.5,101692800.0,1,0,0,1,0,1,0,0,1,1,0,1177 days 00:00:00,7,1177,638067.4288298129,11995667146.751478
58829,N74110,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,82947600.0,1,0,0,1,0,1,0,0,1,1,1,960 days 01:00:00,7,960,638067.4288298129,11995667146.751478
62493,N81707,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,114825600.0,1,0,0,1,0,1,0,0,1,1,1,1329 days 00:00:00,7,1329,638067.4288298129,11995667146.751478
63705,N83759,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,95644800.0,1,0,0,1,0,1,0,0,1,1,1,1107 days 00:00:00,7,1107,638067.4288298129,11995667146.751478
63878,N84052,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,157,85.75,0,71.5,109645200.0,1,0,0,1,0,1,0,0,1,1,1,1269 days 01:00:00,7,1269,638067.4288298129,11995667146.751478
65246,N86367,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,104194800.0,1,0,0,1,0,1,0,0,1,1,0,1205 days 23:00:00,7,1205,638067.4288298129,11995667146.751478
65713,N87198,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,103503600.0,1,0,0,1,0,1,0,0,1,1,0,1197 days 23:00:00,7,1197,638067.4288298129,11995667146.751478
65923,N87543,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,105404400.0,1,0,0,1,0,1,0,0,1,1,0,1219 days 23:00:00,7,1219,638067.4288298129,11995667146.751478
66295,N88172,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,105922800.0,1,0,0,1,0,1,0,0,1,1,0,1225 days 23:00:00,7,1225,638067.4288298129,11995667146.751478
66400,N88350,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,105058800.0,1,0,0,1,0,1,0,0,1,1,0,1215 days 23:00:00,7,1215,638067.4288298129,11995667146.751478
66589,N88645,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,102985200.0,1,0,0,1,0,1,0,0,1,1,0,1191 days 23:00:00,7,1191,638067.4288298129,11995667146.751478
66702,N88905,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,103935600.0,1,0,0,1,0,1,0,0,1,1,0,1202 days 23:00:00,7,1202,638067.4288298129,11995667146.751478
66795,N89064,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,103590000.0,1,0,0,1,0,1,0,0,1,1,0,1198 days 23:00:00,7,1198,638067.4288298129,11995667146.751478
66832,N89125,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,104540400.0,1,0,0,1,0,1,0,0,1,1,0,1209 days 23:00:00,7,1209,638067.4288298129,11995667146.751478
66889,N89218,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,85.75,0,71.5,85705200.0,1,0,0,1,0,1,0,0,1,1,0,991 days 23:00:00,7,991,638067.4288298129,11995667146.751478
66909,N89247,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,102812400.0,1,0,0,1,0,1,0,0,1,1,0,1189 days 23:00:00,7,1189,638067.4288298129,11995667146.751478
66931,N89278,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,88124400.0,1,0,0,1,0,1,0,0,1,1,0,1019 days 23:00:00,7,1019,638067.4288298129,11995667146.751478
66958,N89319,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,103676400.0,1,0,0,1,0,1,0,0,1,1,0,1199 days 23:00:00,7,1199,638067.4288298129,11995667146.751478
67028,N89424,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.6,0,71.5,104713200.0,1,0,0,1,0,1,0,0,1,1,0,1211 days 23:00:00,7,1211,638067.4288298129,11995667146.751478
67094,N89547,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,103071600.0,1,0,0,1,0,1,0,0,1,1,0,1192 days 23:00:00,7,1192,638067.4288298129,11995667146.751478
67576,N90829,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,83631600.0,1,0,0,1,0,1,0,0,1,1,0,967 days 23:00:00,7,967,638067.4288298129,11995667146.751478
67712,N91198,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,85.75,0,71.5,81990000.0,1,0,0,1,0,1,0,0,1,1,0,948 days 23:00:00,7,948,638067.4288298129,11995667146.751478
67770,N91393,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,98751600.0,1,0,0,1,0,1,0,0,1,1,0,1142 days 23:00:00,7,1142,638067.4288298129,11995667146.751478
67841,N91595,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,99010800.0,1,0,0,1,0,1,0,0,1,1,0,1145 days 23:00:00,7,1145,638067.4288298129,11995667146.751478
67875,N91640,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,98665200.0,1,0,0,1,0,1,0,0,1,1,0,1141 days 23:00:00,7,1141,638067.4288298129,11995667146.751478
68101,N92068,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,97887600.0,1,0,0,1,0,1,0,0,1,1,0,1132 days 23:00:00,7,1132,638067.4288298129,11995667146.751478
68287,N92523,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,98319600.0,1,0,0,1,0,1,0,0,1,1,0,1137 days 23:00:00,7,1137,638067.4288298129,11995667146.751478
68335,N92593,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,97455600.0,1,0,0,1,0,1,0,0,1,1,0,1127 days 23:00:00,7,1127,638067.4288298129,11995667146.751478
68416,N92727,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,97110000.0,1,0,0,1,0,1,0,0,1,1,0,1123 days 23:00:00,7,1123,638067.4288298129,11995667146.751478
68510,N92945,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,97455600.0,1,0,0,1,0,1,0,0,1,1,0,1127 days 23:00:00,7,1127,638067.4288298129,11995667146.751478
68528,N92967,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,97196400.0,1,0,0,1,0,1,0,0,1,1,0,1124 days 23:00:00,7,1124,638067.4288298129,11995667146.751478
68562,N93038,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,90892800.0,1,0,0,1,0,1,0,0,1,1,0,1052 days 00:00:00,7,1052,638067.4288298129,11995667146.751478
68628,N93188,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,98233200.0,1,0,0,1,0,1,0,0,1,1,0,1136 days 23:00:00,7,1136,638067.4288298129,11995667146.751478
68659,N93295,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,93830400.0,2,0,0,1,0,1,0,0,1,1,0,1086 days 00:00:00,7,1086,638067.4288298129,11995667146.751478
68687,N93413,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,95036400.0,1,0,0,1,0,1,0,0,1,1,0,1099 days 23:00:00,7,1099,638067.4288298129,11995667146.751478
68777,N93641,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,94953600.0,1,0,0,1,0,1,0,0,1,1,0,1099 days 00:00:00,7,1099,638067.4288298129,11995667146.751478
68899,N93934,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,94867200.0,1,0,0,1,0,1,0,0,1,1,0,1098 days 00:00:00,7,1098,638067.4288298129,11995667146.751478
68925,N93965,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,93916800.0,1,0,0,1,0,1,0,0,1,1,0,1087 days 00:00:00,7,1087,638067.4288298129,11995667146.751478
69452,N94845,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,93225600.0,1,0,0,1,0,1,0,0,1,1,0,1079 days 00:00:00,7,1079,638067.4288298129,11995667146.751478
69502,N94929,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.5,0,71.5,92188800.0,1,0,0,1,0,1,0,0,1,1,0,1067 days 00:00:00,7,1067,638067.4288298129,11995667146.751478
69505,N94936,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,91497600.0,1,0,0,1,0,1,0,0,1,1,0,1059 days 00:00:00,7,1059,638067.4288298129,11995667146.751478
69520,N94966,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,93398400.0,1,0,0,1,0,1,0,0,1,1,0,1081 days 00:00:00,7,1081,638067.4288298129,11995667146.751478
69578,N95061,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,92016000.0,1,0,0,1,0,1,0,0,1,1,0,1065 days 00:00:00,7,1065,638067.4288298129,11995667146.751478
69605,N95100,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,91756800.0,1,0,0,1,0,1,0,0,1,1,0,1062 days 00:00:00,7,1062,638067.4288298129,11995667146.751478
69984,N95713,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,91929600.0,1,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00,7,1064,638067.4288298129,11995667146.751478
70310,N96291,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,89596800.0,1,0,0,1,0,1,0,0,1,1,0,1037 days 00:00:00,7,1037,638067.4288298129,11995667146.751478
70354,N96356,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,91238400.0,1,0,0,1,0,1,0,0,1,1,0,1056 days 00:00:00,7,1056,638067.4288298129,11995667146.751478
70585,N96739,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,89856000.0,1,0,0,1,0,1,0,0,1,1,0,1040 days 00:00:00,7,1040,638067.4288298129,11995667146.751478
70676,N96896,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,90201600.0,1,0,0,1,0,1,0,0,1,1,0,1044 days 00:00:00,7,1044,638067.4288298129,11995667146.751478
