,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
164,A10250,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46566000.0,0,0,0,1,0,1,0,0,1,1,0,538 days 23:00:00,0,538,328111.38323182624,233385497065.10742
187,A10288,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48639600.0,0,0,0,1,0,1,0,0,1,1,0,562 days 23:00:00,0,562,328111.38323182624,233385497065.10742
197,A10305,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50108400.0,0,0,0,1,0,1,0,0,1,1,0,579 days 23:00:00,0,579,328111.38323182624,233385497065.10742
207,A10320,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47689200.0,0,0,0,1,0,1,0,0,1,1,0,551 days 23:00:00,0,551,328111.38323182624,233385497065.10742
208,A10321,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46998000.0,0,0,0,1,0,1,0,0,1,1,0,543 days 23:00:00,0,543,328111.38323182624,233385497065.10742
220,A10338,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,20649600.0,0,1,1,1,1,1,1,0,1,1,0,239 days 00:00:00,0,239,328111.38323182624,233385497065.10742
246,A10391,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,18752400.0,0,0,0,1,0,1,0,0,1,1,0,217 days 01:00:00,0,217,328111.38323182624,233385497065.10742
290,A10456,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16585200.0,0,0,0,1,0,1,0,0,1,1,0,191 days 23:00:00,0,191,328111.38323182624,233385497065.10742
304,A10474,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47343600.0,0,0,0,1,0,1,0,0,1,1,0,547 days 23:00:00,0,547,328111.38323182624,233385497065.10742
324,A10499,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45187200.0,0,0,0,1,0,1,0,0,1,1,0,523 days 00:00:00,0,523,328111.38323182624,233385497065.10742
334,A10512,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16412400.0,0,0,0,1,0,1,0,0,1,1,0,189 days 23:00:00,0,189,328111.38323182624,233385497065.10742
358,A1055,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.25,0,71.5,17715600.0,0,0,0,1,0,1,0,0,1,1,0,205 days 01:00:00,0,205,328111.38323182624,233385497065.10742
400,A10619,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,49590000.0,0,1,1,1,1,1,1,0,1,1,0,573 days 23:00:00,0,573,328111.38323182624,233385497065.10742
404,A10624,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16758000.0,0,0,0,1,0,1,0,0,1,1,0,193 days 23:00:00,0,193,328111.38323182624,233385497065.10742
462,A1071,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,40870800.0,0,0,0,1,0,1,0,0,1,1,0,473 days 01:00:00,0,473,328111.38323182624,233385497065.10742
506,A10779,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50544000.0,0,0,0,1,0,1,0,0,1,1,0,585 days 00:00:00,0,585,328111.38323182624,233385497065.10742
523,A1080,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,40438800.0,0,0,0,1,0,1,0,0,1,1,0,468 days 01:00:00,0,468,328111.38323182624,233385497065.10742
526,A10804,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,11750400.0,0,0,0,0,0,0,0,0,1,0,0,136 days 00:00:00,0,136,328111.38323182624,233385497065.10742
554,A10847,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43632000.0,0,0,0,1,0,1,0,0,1,1,0,505 days 00:00:00,0,505,328111.38323182624,233385497065.10742
561,A10858,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,98.0,0,74.0,42073200.0,0,1,1,1,1,1,1,0,1,1,0,486 days 23:00:00,0,486,328111.38323182624,233385497065.10742
577,A10884,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48556800.0,0,0,0,1,0,1,0,0,1,1,0,562 days 00:00:00,0,562,328111.38323182624,233385497065.10742
586,A10908,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45014400.0,0,0,0,1,0,1,0,0,1,1,0,521 days 00:00:00,0,521,328111.38323182624,233385497065.10742
591,A10921,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48643200.0,0,0,0,1,0,1,0,0,1,1,0,563 days 00:00:00,0,563,328111.38323182624,233385497065.10742
601,A10934,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14860800.0,0,0,0,1,0,1,0,0,1,1,0,172 days 00:00:00,0,172,328111.38323182624,233385497065.10742
603,A10938,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48902400.0,0,0,0,1,0,1,0,0,1,1,0,566 days 00:00:00,0,566,328111.38323182624,233385497065.10742
606,A10940,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,44236800.0,0,0,0,1,0,1,0,0,1,1,0,512 days 00:00:00,0,512,328111.38323182624,233385497065.10742
626,A10966,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45792000.0,0,0,0,1,0,1,0,0,1,1,0,530 days 00:00:00,0,530,328111.38323182624,233385497065.10742
628,A1097,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,46.0,0,71.5,17802000.0,0,0,0,1,0,1,0,0,1,1,0,206 days 01:00:00,0,206,328111.38323182624,233385497065.10742
650,A11001,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,15811200.0,0,0,0,1,0,1,0,0,1,1,0,183 days 00:00:00,0,183,328111.38323182624,233385497065.10742
662,A11014,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45446400.0,0,0,0,1,0,1,0,0,1,1,0,526 days 00:00:00,0,526,328111.38323182624,233385497065.10742
668,A11026,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,57718800.0,0,0,0,1,0,1,0,0,1,1,0,668 days 01:00:00,0,668,328111.38323182624,233385497065.10742
670,A11029,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,12960000.0,0,0,0,0,0,0,0,0,1,1,0,150 days 00:00:00,0,150,328111.38323182624,233385497065.10742
678,A11046,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,41904000.0,0,0,0,1,0,1,0,0,1,1,0,485 days 00:00:00,0,485,328111.38323182624,233385497065.10742
682,A11052,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,44496000.0,0,0,0,1,0,1,0,0,1,1,0,515 days 00:00:00,0,515,328111.38323182624,233385497065.10742
693,A11069,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47347200.0,0,0,0,1,0,1,0,0,1,1,0,548 days 00:00:00,0,548,328111.38323182624,233385497065.10742
700,A11078,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,15292800.0,0,0,0,1,0,1,0,0,1,1,0,177 days 00:00:00,0,177,328111.38323182624,233385497065.10742
701,A11079,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,10886400.0,0,0,0,0,0,0,0,0,1,0,0,126 days 00:00:00,0,126,328111.38323182624,233385497065.10742
747,A11147,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16502400.0,0,0,0,1,0,1,0,0,1,1,0,191 days 00:00:00,0,191,328111.38323182624,233385497065.10742
748,A11148,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,55990800.0,0,0,0,1,0,1,0,0,1,1,0,648 days 01:00:00,0,648,328111.38323182624,233385497065.10742
775,A11192,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16070400.0,0,0,0,1,0,1,0,0,1,1,0,186 days 00:00:00,0,186,328111.38323182624,233385497065.10742
782,A1120,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,40006800.0,0,0,0,1,0,1,0,0,1,1,0,463 days 01:00:00,0,463,328111.38323182624,233385497065.10742
786,A11206,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,49762800.0,0,0,0,1,0,1,0,0,1,1,0,575 days 23:00:00,0,575,328111.38323182624,233385497065.10742
795,A11219,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,13129200.0,0,0,0,0,0,0,0,0,1,0,0,151 days 23:00:00,0,151,328111.38323182624,233385497065.10742
806,A11235,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48643200.0,0,0,0,1,0,1,0,0,1,1,0,563 days 00:00:00,0,563,328111.38323182624,233385497065.10742
811,A11243,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47174400.0,0,0,0,1,0,1,0,0,1,1,0,546 days 00:00:00,0,546,328111.38323182624,233385497065.10742
814,A11246,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,20998800.0,0,0,0,0,0,0,0,0,1,1,0,243 days 01:00:00,0,243,328111.38323182624,233385497065.10742
817,A11250,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48470400.0,0,0,0,1,0,1,0,0,1,1,0,561 days 00:00:00,0,561,328111.38323182624,233385497065.10742
826,A11264,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,17280000.0,0,0,0,1,0,1,0,0,1,1,0,200 days 00:00:00,0,200,328111.38323182624,233385497065.10742
827,A11268,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48038400.0,0,0,0,1,0,1,0,0,1,1,0,556 days 00:00:00,0,556,328111.38323182624,233385497065.10742
828,A11269,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48038400.0,0,0,0,1,0,1,0,0,1,1,0,556 days 00:00:00,0,556,328111.38323182624,233385497065.10742
843,A11291,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48038400.0,0,0,0,1,0,1,0,0,1,1,0,556 days 00:00:00,0,556,328111.38323182624,233385497065.10742
875,A11345,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46396800.0,0,0,0,1,0,1,0,0,1,1,0,537 days 00:00:00,0,537,328111.38323182624,233385497065.10742
909,A11393,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,8640000.0,0,0,0,0,0,0,0,0,1,0,0,100 days 00:00:00,0,100,328111.38323182624,233385497065.10742
916,A11406,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48470400.0,0,0,0,1,0,1,0,0,1,1,0,561 days 00:00:00,0,561,328111.38323182624,233385497065.10742
938,A11443,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,54.6,0,36.0,20739600.0,0,0,0,0,0,0,0,0,1,1,0,240 days 01:00:00,0,240,328111.38323182624,233385497065.10742
939,A11444,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,44582400.0,0,0,0,1,0,1,0,0,1,1,0,516 days 00:00:00,0,516,328111.38323182624,233385497065.10742
941,A11446,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14515200.0,0,0,0,1,0,1,0,0,1,1,0,168 days 00:00:00,0,168,328111.38323182624,233385497065.10742
944,A11449,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46224000.0,0,0,0,1,0,1,0,0,1,1,0,535 days 00:00:00,0,535,328111.38323182624,233385497065.10742
949,A11455,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45273600.0,0,0,0,1,0,1,0,0,1,1,0,524 days 00:00:00,0,524,328111.38323182624,233385497065.10742
956,A11466,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14860800.0,0,0,0,1,0,1,0,0,1,1,0,172 days 00:00:00,0,172,328111.38323182624,233385497065.10742
970,A11482,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14515200.0,0,0,0,1,0,1,0,0,1,1,0,168 days 00:00:00,0,168,328111.38323182624,233385497065.10742
974,A11487,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14342400.0,0,0,0,1,0,1,0,0,1,1,0,166 days 00:00:00,0,166,328111.38323182624,233385497065.10742
984,A11500,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,52794000.0,0,0,0,1,0,1,0,0,1,1,0,611 days 01:00:00,0,611,328111.38323182624,233385497065.10742
985,A11503,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45014400.0,0,0,0,1,0,1,0,0,1,1,0,521 days 00:00:00,0,521,328111.38323182624,233385497065.10742
990,A11511,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,54608400.0,0,0,0,1,0,1,0,0,1,1,0,632 days 01:00:00,0,632,328111.38323182624,233385497065.10742
992,A11517,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46051200.0,0,0,0,1,0,1,0,0,1,1,0,533 days 00:00:00,0,533,328111.38323182624,233385497065.10742
1007,A11538,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,15465600.0,0,0,0,1,0,1,0,0,1,1,0,179 days 00:00:00,0,179,328111.38323182624,233385497065.10742
1009,A11540,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47520000.0,0,0,0,1,0,1,0,0,1,1,0,550 days 00:00:00,0,550,328111.38323182624,233385497065.10742
1048,A11599,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43891200.0,0,0,0,1,0,1,0,0,1,1,0,508 days 00:00:00,0,508,328111.38323182624,233385497065.10742
1062,A11619,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,55126800.0,0,0,0,1,0,1,0,0,1,1,0,638 days 01:00:00,0,638,328111.38323182624,233385497065.10742
1068,A11626,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45964800.0,0,0,0,1,0,1,0,0,1,1,0,532 days 00:00:00,0,532,328111.38323182624,233385497065.10742
1075,A11633,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,14515200.0,0,0,0,1,0,1,0,0,1,1,0,168 days 00:00:00,0,168,328111.38323182624,233385497065.10742
1097,A11664,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,12614400.0,0,0,0,1,0,1,0,0,1,1,0,146 days 00:00:00,0,146,328111.38323182624,233385497065.10742
1098,A11665,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45619200.0,0,0,0,1,0,1,0,0,1,1,0,528 days 00:00:00,0,528,328111.38323182624,233385497065.10742
1103,A11673,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,17802000.0,0,0,0,1,0,1,0,0,1,1,0,206 days 01:00:00,0,206,328111.38323182624,233385497065.10742
1105,A11678,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,15469200.0,0,0,0,1,0,1,0,0,1,1,0,179 days 01:00:00,0,179,328111.38323182624,233385497065.10742
1112,A1169,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,67564800.0,0,0,0,1,0,1,0,0,1,1,0,782 days 00:00:00,0,782,328111.38323182624,233385497065.10742
1121,A11703,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43027200.0,0,0,0,1,0,1,0,0,1,1,0,498 days 00:00:00,0,498,328111.38323182624,233385497065.10742
1132,A11717,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45964800.0,0,0,0,1,0,1,0,0,1,1,0,532 days 00:00:00,0,532,328111.38323182624,233385497065.10742
1141,A11728,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45273600.0,0,0,0,1,0,1,0,0,1,1,0,524 days 00:00:00,0,524,328111.38323182624,233385497065.10742
1157,A11750,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14601600.0,0,0,0,1,0,1,0,0,1,1,0,169 days 00:00:00,0,169,328111.38323182624,233385497065.10742
1162,A11757,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48038400.0,0,0,0,1,0,1,0,0,1,1,0,556 days 00:00:00,0,556,328111.38323182624,233385497065.10742
1232,A11880,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46310400.0,0,0,0,1,0,1,0,0,1,1,0,536 days 00:00:00,0,536,328111.38323182624,233385497065.10742
1244,A11896,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,15555600.0,0,0,0,1,0,1,0,0,1,1,0,180 days 01:00:00,0,180,328111.38323182624,233385497065.10742
1257,A11919,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,44409600.0,0,0,0,1,0,1,0,0,1,1,0,514 days 00:00:00,0,514,328111.38323182624,233385497065.10742
1264,A11929,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48128400.0,0,0,0,1,0,1,0,0,1,1,0,557 days 01:00:00,0,557,328111.38323182624,233385497065.10742
1266,A11934,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,22208400.0,0,0,0,1,0,1,0,0,1,1,0,257 days 01:00:00,0,257,328111.38323182624,233385497065.10742
1278,A11947,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14083200.0,0,0,0,1,0,1,0,0,1,1,0,163 days 00:00:00,0,163,328111.38323182624,233385497065.10742
1290,A11964,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,9849600.0,0,0,0,0,0,0,0,0,1,1,0,114 days 00:00:00,0,114,328111.38323182624,233385497065.10742
1300,A11983,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14342400.0,0,0,0,1,0,1,0,0,1,1,0,166 days 00:00:00,0,166,328111.38323182624,233385497065.10742
1314,A12003,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,14083200.0,0,0,0,1,0,1,0,0,1,1,0,163 days 00:00:00,0,163,328111.38323182624,233385497065.10742
1326,A12027,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,43545600.0,0,1,1,1,1,1,1,0,1,1,0,504 days 00:00:00,0,504,328111.38323182624,233385497065.10742
1340,A1205,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,40698000.0,0,0,0,1,0,1,0,0,1,1,0,471 days 01:00:00,0,471,328111.38323182624,233385497065.10742
1343,A12052,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43891200.0,0,0,0,1,0,1,0,0,1,1,0,508 days 00:00:00,0,508,328111.38323182624,233385497065.10742
1345,A1206,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,46.0,0,71.5,17629200.0,0,0,0,1,0,1,0,0,1,1,0,204 days 01:00:00,0,204,328111.38323182624,233385497065.10742
1347,A12061,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45878400.0,0,0,0,1,0,1,0,0,1,1,0,531 days 00:00:00,0,531,328111.38323182624,233385497065.10742
1358,A12078,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,12182400.0,0,0,0,1,0,1,0,0,1,1,0,141 days 00:00:00,0,141,328111.38323182624,233385497065.10742
1373,A12104,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,42940800.0,0,0,0,1,0,1,0,0,1,1,0,497 days 00:00:00,0,497,328111.38323182624,233385497065.10742
1379,A12113,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50115600.0,0,0,0,1,0,1,0,0,1,1,0,580 days 01:00:00,0,580,328111.38323182624,233385497065.10742
1381,A12115,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,11664000.0,0,0,0,1,0,1,0,0,1,1,0,135 days 00:00:00,0,135,328111.38323182624,233385497065.10742
1392,A12129,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,44841600.0,0,0,0,1,0,1,0,0,1,1,0,519 days 00:00:00,0,519,328111.38323182624,233385497065.10742
1418,A12171,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43632000.0,0,0,0,1,0,1,0,0,1,1,0,505 days 00:00:00,0,505,328111.38323182624,233385497065.10742
1448,A12219,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50634000.0,0,0,0,1,0,1,0,0,1,1,0,586 days 01:00:00,0,586,328111.38323182624,233385497065.10742
1449,A1222,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,40870800.0,0,0,0,1,0,1,0,0,1,1,0,473 days 01:00:00,0,473,328111.38323182624,233385497065.10742
1454,A12228,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43113600.0,0,0,0,1,0,1,0,0,1,1,0,499 days 00:00:00,0,499,328111.38323182624,233385497065.10742
1477,A12266,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,43632000.0,0,0,0,1,0,1,0,0,1,1,0,505 days 00:00:00,0,505,328111.38323182624,233385497065.10742
1486,A12286,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,42595200.0,0,0,0,1,0,1,0,0,1,1,0,493 days 00:00:00,0,493,328111.38323182624,233385497065.10742
1490,A12291,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,45705600.0,0,0,0,1,0,1,0,0,1,1,0,529 days 00:00:00,0,529,328111.38323182624,233385497065.10742
1523,A12351,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,9158400.0,0,0,0,0,0,0,0,0,1,0,0,106 days 00:00:00,0,106,328111.38323182624,233385497065.10742
1527,A12363,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,8985600.0,0,0,0,0,0,0,0,0,1,0,0,104 days 00:00:00,0,104,328111.38323182624,233385497065.10742
1538,A12380,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,18061200.0,0,0,0,1,0,1,0,0,1,1,0,209 days 01:00:00,0,209,328111.38323182624,233385497065.10742
1558,A1242,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,82.5,0,71.5,40957200.0,0,0,0,1,0,1,0,0,1,1,0,474 days 01:00:00,0,474,328111.38323182624,233385497065.10742
