,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
38916,N36128,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,141613200.0,0,0,0,1,0,1,0,0,1,1,0,1639 days 01:00:00,1,1639,1392991.4596202765,12397623970.827957
39064,N36382,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,141440400.0,0,0,0,1,0,1,0,0,1,1,0,1637 days 01:00:00,1,1637,1392991.4596202765,12397623970.827957
39202,N36644,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,136166400.0,0,0,0,1,0,1,0,0,1,1,0,1576 days 00:00:00,1,1576,1392991.4596202765,12397623970.827957
39213,N36663,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,135302400.0,0,0,0,1,0,1,0,0,1,1,0,1566 days 00:00:00,1,1566,1392991.4596202765,12397623970.827957
39228,N36691,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,134265600.0,0,0,0,1,0,1,0,0,1,1,0,1554 days 00:00:00,1,1554,1392991.4596202765,12397623970.827957
39328,N36868,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,140835600.0,0,0,0,1,0,1,0,0,1,1,0,1630 days 01:00:00,1,1630,1392991.4596202765,12397623970.827957
39577,N37318,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,136771200.0,0,0,0,1,0,1,0,0,1,1,0,1583 days 00:00:00,1,1583,1392991.4596202765,12397623970.827957
39608,N37364,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,134611200.0,0,0,0,1,0,1,0,0,1,1,0,1558 days 00:00:00,1,1558,1392991.4596202765,12397623970.827957
39615,N37376,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,134092800.0,0,0,0,1,0,1,0,0,1,1,0,1552 days 00:00:00,1,1552,1392991.4596202765,12397623970.827957
39703,N37537,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,138416400.0,0,0,0,1,0,1,0,0,1,1,0,1602 days 01:00:00,1,1602,1392991.4596202765,12397623970.827957
40109,N38248,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,137293200.0,0,0,0,1,0,1,0,0,1,1,0,1589 days 01:00:00,1,1589,1392991.4596202765,12397623970.827957
40363,N38673,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,133747200.0,0,0,0,1,0,1,0,0,1,1,0,1548 days 00:00:00,1,1548,1392991.4596202765,12397623970.827957
40496,N38920,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130896000.0,0,0,0,1,0,1,0,0,1,1,0,1515 days 00:00:00,1,1515,1392991.4596202765,12397623970.827957
40497,N38921,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130896000.0,0,0,0,1,0,1,0,0,1,1,0,1515 days 00:00:00,1,1515,1392991.4596202765,12397623970.827957
40500,N38924,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130550400.0,0,0,0,1,0,1,0,0,1,1,0,1511 days 00:00:00,1,1511,1392991.4596202765,12397623970.827957
40503,N38930,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130118400.0,0,0,0,1,0,1,0,0,1,1,0,1506 days 00:00:00,1,1506,1392991.4596202765,12397623970.827957
40505,N38933,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,129945600.0,0,0,0,1,0,1,0,0,1,1,0,1504 days 00:00:00,1,1504,1392991.4596202765,12397623970.827957
40514,N38949,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,129340800.0,0,0,0,1,0,1,0,0,1,1,0,1497 days 00:00:00,1,1497,1392991.4596202765,12397623970.827957
40623,N39117,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,132278400.0,0,0,0,1,0,1,0,0,1,1,0,1531 days 00:00:00,1,1531,1392991.4596202765,12397623970.827957
40686,N39227,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130636800.0,0,0,0,1,0,1,0,0,1,1,0,1512 days 00:00:00,1,1512,1392991.4596202765,12397623970.827957
40783,N39378,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,129772800.0,0,0,0,1,0,1,0,0,1,1,0,1502 days 00:00:00,1,1502,1392991.4596202765,12397623970.827957
40795,N39395,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,129340800.0,0,0,0,1,0,1,0,0,1,1,0,1497 days 00:00:00,1,1497,1392991.4596202765,12397623970.827957
40808,N39423,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,128908800.0,0,0,0,1,0,1,0,0,1,1,0,1492 days 00:00:00,1,1492,1392991.4596202765,12397623970.827957
40836,N39462,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,133920000.0,0,0,0,1,0,1,0,0,1,1,0,1550 days 00:00:00,1,1550,1392991.4596202765,12397623970.827957
40884,N39546,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,129772800.0,0,0,0,1,0,1,0,0,1,1,0,1502 days 00:00:00,1,1502,1392991.4596202765,12397623970.827957
40908,N39598,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130550400.0,0,0,0,1,0,1,0,0,1,1,0,1511 days 00:00:00,1,1511,1392991.4596202765,12397623970.827957
40910,N39601,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.36,132796800.0,0,0,0,1,0,1,0,0,1,1,0,1537 days 00:00:00,1,1537,1392991.4596202765,12397623970.827957
40948,N39666,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,130464000.0,0,0,0,1,0,1,0,0,1,1,0,1510 days 00:00:00,1,1510,1392991.4596202765,12397623970.827957
41762,N40905,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,39.0,296953200.0,0,0,0,1,0,1,0,0,1,1,0,3436 days 23:00:00,1,3436,1392991.4596202765,12397623970.827957
42188,N41716,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,39.0,307670400.0,0,1,0,1,0,1,0,0,1,1,0,3561 days 00:00:00,1,3561,1392991.4596202765,12397623970.827957
51079,N59019,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,40.95,231987600.0,0,1,0,1,0,1,0,0,1,1,0,2685 days 01:00:00,1,2685,1392991.4596202765,12397623970.827957
54682,N65660,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,40.95,222134400.0,0,1,0,1,0,1,0,0,1,1,0,2571 days 00:00:00,1,2571,1392991.4596202765,12397623970.827957
58267,N72815,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,42.5,194054400.0,0,1,0,1,0,1,0,0,1,1,0,2246 days 00:00:00,1,2246,1392991.4596202765,12397623970.827957
60094,N77259,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,203216400.0,0,1,0,1,0,1,0,0,1,1,0,2352 days 01:00:00,1,2352,1392991.4596202765,12397623970.827957
64881,N85794,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,42.5,194054400.0,0,1,0,1,0,1,0,0,1,1,0,2246 days 00:00:00,1,2246,1392991.4596202765,12397623970.827957
67084,N89527,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,42.5,189648000.0,0,1,0,1,0,1,0,0,1,1,0,2195 days 00:00:00,1,2195,1392991.4596202765,12397623970.827957
70995,N97470,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,42.5,175050000.0,0,1,0,1,0,1,0,0,1,1,0,2026 days 01:00:00,1,2026,1392991.4596202765,12397623970.827957
71916,N98957,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,42.5,173149200.0,0,1,0,1,0,1,0,0,1,1,0,2004 days 01:00:00,1,2004,1392991.4596202765,12397623970.827957
76338,S103931,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,202784400.0,0,1,0,1,0,1,0,0,1,1,0,2347 days 01:00:00,1,2347,1392991.4596202765,12397623970.827957
76345,S103944,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,202698000.0,0,1,0,1,0,1,0,0,1,1,0,2346 days 01:00:00,1,2346,1392991.4596202765,12397623970.827957
76639,S104748,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,203216400.0,0,1,0,1,0,1,0,0,1,1,0,2352 days 01:00:00,1,2352,1392991.4596202765,12397623970.827957
76725,S104889,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,203043600.0,0,1,0,1,0,1,0,0,1,1,0,2350 days 01:00:00,1,2350,1392991.4596202765,12397623970.827957
76896,S105181,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,202611600.0,0,1,0,1,0,1,0,0,1,1,0,2345 days 01:00:00,1,2345,1392991.4596202765,12397623970.827957
77205,S105809,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,203216400.0,0,1,0,1,0,1,0,0,1,1,0,2352 days 01:00:00,1,2352,1392991.4596202765,12397623970.827957
77493,S106401,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,202093200.0,0,1,0,1,0,1,0,0,1,1,0,2339 days 01:00:00,1,2339,1392991.4596202765,12397623970.827957
77605,S106672,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,200710800.0,0,1,0,1,0,1,0,0,1,1,0,2323 days 01:00:00,1,2323,1392991.4596202765,12397623970.827957
77735,S106962,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,200710800.0,0,1,0,1,0,1,0,0,1,1,0,2323 days 01:00:00,1,2323,1392991.4596202765,12397623970.827957
78165,S107913,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,200192400.0,0,1,0,1,0,1,0,0,1,1,0,2317 days 01:00:00,1,2317,1392991.4596202765,12397623970.827957
78396,S108437,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,191289600.0,0,1,0,1,0,1,0,0,1,1,0,2214 days 00:00:00,1,2214,1392991.4596202765,12397623970.827957
78651,S108971,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,195008400.0,0,1,0,1,0,1,0,0,1,1,0,2257 days 01:00:00,1,2257,1392991.4596202765,12397623970.827957
79093,S110094,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,182304000.0,0,1,0,1,0,1,0,0,1,1,0,2110 days 00:00:00,1,2110,1392991.4596202765,12397623970.827957
80272,S112781,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,173754000.0,0,1,0,1,0,1,0,0,1,1,0,2011 days 01:00:00,1,2011,1392991.4596202765,12397623970.827957
81133,S114686,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,169952400.0,0,1,0,1,0,1,0,0,1,1,0,1967 days 01:00:00,1,1967,1392991.4596202765,12397623970.827957
81198,S114813,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,7,0.0,0,71.5,170211600.0,0,1,1,1,0,1,1,1,1,1,0,1970 days 01:00:00,1,1970,1392991.4596202765,12397623970.827957
81487,S115489,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,168138000.0,0,1,0,1,0,1,0,0,1,1,0,1946 days 01:00:00,1,1946,1392991.4596202765,12397623970.827957
81607,S115776,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,168310800.0,0,1,0,1,0,1,0,0,1,1,0,1948 days 01:00:00,1,1948,1392991.4596202765,12397623970.827957
82553,S118221,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,74.0,145760400.0,0,1,0,1,0,1,0,0,1,1,0,1687 days 01:00:00,1,1687,1392991.4596202765,12397623970.827957
82731,S118600,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,74.0,141786000.0,0,1,0,1,0,1,0,0,1,1,0,1641 days 01:00:00,1,1641,1392991.4596202765,12397623970.827957
83347,S120036,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,74.0,141094800.0,0,1,0,1,0,1,0,0,1,1,0,1633 days 01:00:00,1,1633,1392991.4596202765,12397623970.827957
83428,S120214,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,74.0,140662800.0,0,1,0,1,0,1,0,0,1,1,0,1628 days 01:00:00,1,1628,1392991.4596202765,12397623970.827957
83536,S120445,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,74.0,139798800.0,0,1,0,1,0,1,0,0,1,1,0,1618 days 01:00:00,1,1618,1392991.4596202765,12397623970.827957
84636,S122672,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,74.0,133491600.0,0,1,0,1,0,1,0,0,1,1,0,1545 days 01:00:00,1,1545,1392991.4596202765,12397623970.827957
118094,S44041,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,71.5,171075600.0,0,1,0,1,0,1,0,0,1,1,0,1980 days 01:00:00,1,1980,1392991.4596202765,12397623970.827957
127028,S63116,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,147834000.0,0,0,0,1,0,1,0,0,1,1,0,1711 days 01:00:00,1,1711,1392991.4596202765,12397623970.827957
127710,S64258,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,146970000.0,0,0,0,1,0,1,0,0,1,1,0,1701 days 01:00:00,1,1701,1392991.4596202765,12397623970.827957
129454,S67216,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,143254800.0,0,0,0,1,0,1,0,0,1,1,0,1658 days 01:00:00,1,1658,1392991.4596202765,12397623970.827957
129852,S67854,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,143341200.0,0,0,0,1,0,1,0,0,1,1,0,1659 days 01:00:00,1,1659,1392991.4596202765,12397623970.827957
130213,S68465,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,143427600.0,0,0,0,1,0,1,0,0,1,1,0,1660 days 01:00:00,1,1660,1392991.4596202765,12397623970.827957
130230,S68495,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,143082000.0,0,0,0,1,0,1,0,0,1,1,0,1656 days 01:00:00,1,1656,1392991.4596202765,12397623970.827957
130307,S68617,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,142995600.0,0,0,0,1,0,1,0,0,1,1,0,1655 days 01:00:00,1,1655,1392991.4596202765,12397623970.827957
130424,S68830,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,142909200.0,0,0,0,1,0,1,0,0,1,1,0,1654 days 01:00:00,1,1654,1392991.4596202765,12397623970.827957
130707,S69360,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,65.6,142390800.0,0,0,0,1,0,1,0,0,1,1,0,1648 days 01:00:00,1,1648,1392991.4596202765,12397623970.827957
137008,S80888,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,68.77,266115600.0,0,1,0,1,0,1,0,0,1,1,0,3080 days 01:00:00,1,3080,1392991.4596202765,12397623970.827957
137548,S81939,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,68.77,233715600.0,0,1,0,1,0,1,0,0,1,1,0,2705 days 01:00:00,1,2705,1392991.4596202765,12397623970.827957
141954,S94109,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,68.77,236048400.0,0,1,0,1,0,1,0,0,1,1,0,2732 days 01:00:00,1,2732,1392991.4596202765,12397623970.827957
142209,S94616,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,68.77,236307600.0,0,1,0,1,0,1,0,0,1,1,0,2735 days 01:00:00,1,2735,1392991.4596202765,12397623970.827957
142556,S95307,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,7,0.0,0,68.77,148262400.0,0,1,1,1,1,1,1,0,1,1,1,1716 days 00:00:00,1,1716,1392991.4596202765,12397623970.827957
144128,S98706,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,68.77,232851600.0,0,1,0,1,0,1,0,0,1,1,0,2695 days 01:00:00,1,2695,1392991.4596202765,12397623970.827957
144185,S98845,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,68.77,231642000.0,0,1,0,1,0,1,0,0,1,1,0,2681 days 01:00:00,1,2681,1392991.4596202765,12397623970.827957
