,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
20013,A44499,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,157,0.0,0,38.0,10976400.0,0,0,0,0,0,0,0,0,1,0,0,127 days 01:00:00,3,127
23830,C10601,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,655.99,38365200.0,0,0,0,1,0,1,0,0,1,1,0,444 days 01:00:00,3,444
23911,C11116,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,64022400.0,0,0,0,1,0,1,0,0,1,1,0,741 days 00:00:00,3,741
23948,C11246,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,60652800.0,0,0,0,1,0,1,0,0,1,1,0,702 days 00:00:00,3,702
23971,C11407,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,171,31.3,0,62.59,5529600.0,0,0,0,1,0,1,0,0,1,1,0,64 days 00:00:00,3,64
23985,C11472,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,60220800.0,0,0,0,1,0,1,0,0,1,1,0,697 days 00:00:00,3,697
24028,C11679,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,58665600.0,0,0,0,1,0,1,0,0,1,1,0,679 days 00:00:00,3,679
24034,C11705,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,54259200.0,0,0,0,1,0,1,0,0,1,1,0,628 days 00:00:00,3,628
24050,C11771,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,57369600.0,0,0,0,1,0,1,0,0,1,1,0,664 days 00:00:00,3,664
24064,C11821,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,158,0.0,0,125.19,56937600.0,0,0,0,1,0,1,0,0,1,1,0,659 days 00:00:00,3,659
24065,C11824,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,58406400.0,0,0,0,1,0,1,0,0,1,1,0,676 days 00:00:00,3,676
24067,C11835,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,56505600.0,0,0,0,1,0,1,0,0,1,1,0,654 days 00:00:00,3,654
24072,C11856,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00,3,640
24083,C11897,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,62.59,55468800.0,0,0,0,1,0,1,0,0,1,1,0,642 days 00:00:00,3,642
24089,C11925,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,57628800.0,0,0,0,1,0,1,0,0,1,1,0,667 days 00:00:00,3,667
24090,C11928,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,57369600.0,0,0,0,1,0,1,0,0,1,1,0,664 days 00:00:00,3,664
24116,C12055,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,145,74.47,0,125.19,22032000.0,1,0,0,1,0,1,0,0,1,1,0,255 days 00:00:00,3,255
24133,C12103,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,56160000.0,0,0,0,1,0,1,0,0,1,1,0,650 days 00:00:00,3,650
24139,C12134,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,55555200.0,0,0,0,1,0,1,0,0,1,1,0,643 days 00:00:00,3,643
24163,C12217,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,54691200.0,0,0,0,1,0,1,0,0,1,1,0,633 days 00:00:00,3,633
24185,C12311,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,53740800.0,0,0,0,1,0,1,0,0,1,1,0,622 days 00:00:00,3,622
24211,C12418,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,171,38.01,0,62.59,17024400.0,0,0,0,1,0,1,0,0,1,1,0,197 days 01:00:00,3,197
24214,C12422,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,50544000.0,0,0,0,1,0,1,0,0,1,1,0,585 days 00:00:00,3,585
24222,C12445,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,52272000.0,0,0,0,1,0,1,0,0,1,1,0,605 days 00:00:00,3,605
24227,C12460,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,52358400.0,0,0,0,1,0,1,0,0,1,1,0,606 days 00:00:00,3,606
24240,C12516,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,62.59,75258000.0,0,0,0,1,0,1,0,0,1,1,0,871 days 01:00:00,3,871
24258,C12585,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,180,38.01,0,31.3,13654800.0,0,0,0,0,0,0,0,0,1,1,0,158 days 01:00:00,3,158
24266,C12605,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,34124400.0,0,0,0,1,0,1,0,0,1,1,0,394 days 23:00:00,3,394
24324,C12820,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,171,32.8,0,32.8,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00,3,1
24333,C12833,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,170,69.31,0,62.59,27820800.0,1,0,0,1,0,1,0,0,1,1,0,322 days 00:00:00,3,322
24360,C12912,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,51584400.0,0,0,0,1,0,1,0,0,1,1,0,597 days 01:00:00,3,597
24388,C12982,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,149,33.57,0,65.6,54262800.0,1,0,0,1,0,1,0,0,1,1,0,628 days 01:00:00,3,628
24437,C13132,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,122,0.0,0,131.2,50202000.0,0,0,0,1,0,1,0,0,1,1,0,581 days 01:00:00,3,581
24439,C13134,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,48819600.0,0,0,0,1,0,1,0,0,1,1,0,565 days 01:00:00,3,565
24460,C13198,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,52880400.0,0,0,0,1,0,1,0,0,1,1,0,612 days 01:00:00,3,612
24491,C13267,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,52189200.0,0,0,0,1,0,1,0,0,1,1,0,604 days 01:00:00,3,604
24497,C13287,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,52880400.0,0,0,0,1,0,1,0,0,1,1,0,612 days 01:00:00,3,612
24509,C13311,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,51152400.0,0,0,0,1,0,1,0,0,1,1,0,592 days 01:00:00,3,592
24527,C13344,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,50806800.0,0,0,0,1,0,1,0,0,1,1,0,588 days 01:00:00,3,588
24537,C13366,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,43462800.0,0,0,0,1,0,1,0,0,1,1,0,503 days 01:00:00,3,503
24571,C13449,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,51930000.0,0,0,0,1,0,1,0,0,1,1,0,601 days 01:00:00,3,601
24579,C13477,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,171,32.8,0,32.8,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00,3,2
24603,C13530,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,51584400.0,0,0,0,1,0,1,0,0,1,1,0,597 days 01:00:00,3,597
24604,C13531,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,51584400.0,0,0,0,1,0,1,0,0,1,1,0,597 days 01:00:00,3,597
24615,C13554,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,180,32.8,0,65.6,5356800.0,0,0,0,1,0,1,0,0,1,1,0,62 days 00:00:00,3,62
24637,C13592,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,46573200.0,0,0,0,1,0,1,0,0,1,1,0,539 days 01:00:00,3,539
24645,C13607,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,50547600.0,0,0,0,1,0,1,0,0,1,1,0,585 days 01:00:00,3,585
24670,C13655,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,49510800.0,0,0,0,1,0,1,0,0,1,1,0,573 days 01:00:00,3,573
24682,C13678,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,171,32.8,0,32.8,691200.0,0,0,0,0,0,0,0,0,1,0,0,8 days 00:00:00,3,8
24727,C13791,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,47523600.0,0,0,0,1,0,1,0,0,1,1,0,550 days 01:00:00,3,550
24827,C14038,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,171,0.0,0,32.8,8125200.0,0,0,0,0,0,0,0,0,1,0,0,94 days 01:00:00,3,94
24832,C14049,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,125,0.0,0,262.4,43117200.0,0,0,0,1,0,1,0,0,1,1,0,499 days 01:00:00,3,499
24836,C14063,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.6,45190800.0,0,0,0,1,0,1,0,0,1,1,0,523 days 01:00:00,3,523
24837,C14064,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,45104400.0,0,0,0,1,0,1,0,0,1,1,0,522 days 01:00:00,3,522
24838,C14065,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,45018000.0,0,0,0,1,0,1,0,0,1,1,0,521 days 01:00:00,3,521
24843,C14073,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,45104400.0,0,0,0,1,0,1,0,0,1,1,0,522 days 01:00:00,3,522
24865,C14140,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,125,262.4,0,262.4,13654800.0,1,0,0,1,0,1,0,0,1,1,0,158 days 01:00:00,3,158
24887,C14172,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,39747600.0,0,0,0,1,0,1,0,0,1,1,0,460 days 01:00:00,3,460
24915,C14258,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.6,41130000.0,0,0,0,1,0,1,0,0,1,1,0,476 days 01:00:00,3,476
24930,C14298,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,126,131.2,0,131.2,1555200.0,0,0,0,0,0,0,0,0,1,0,0,18 days 00:00:00,3,18
25005,C14480,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,170,32.0,0,32.0,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,3,4
25019,C14507,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,193,655.0,0,655.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00,3,3
25087,C14677,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,171,32.0,0,32.0,3196800.0,0,0,0,0,0,0,0,0,1,0,0,37 days 00:00:00,3,37
25093,C14688,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,51930000.0,0,0,0,1,0,1,0,0,1,1,0,601 days 01:00:00,3,601
25094,C14689,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,50720400.0,0,0,0,1,0,1,0,0,1,1,0,587 days 01:00:00,3,587
25114,C14729,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,171,0.0,0,32.0,8208000.0,0,0,0,0,0,0,0,0,1,0,0,95 days 00:00:00,3,95
25126,C14768,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,50029200.0,0,0,0,1,0,1,0,0,1,1,0,579 days 01:00:00,3,579
25128,C14771,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,49770000.0,0,0,0,1,0,1,0,0,1,1,0,576 days 01:00:00,3,576
25133,C14777,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.5,116902800.0,0,0,0,1,0,1,0,0,1,1,0,1353 days 01:00:00,3,1353
25141,C14790,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,52448400.0,0,0,0,1,0,1,0,0,1,1,0,607 days 01:00:00,3,607
25150,C14807,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,171,32.0,0,32.0,1209600.0,0,0,0,0,0,0,0,0,1,0,0,14 days 00:00:00,3,14
25167,C14855,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,52275600.0,0,0,0,1,0,1,0,0,1,1,0,605 days 01:00:00,3,605
25191,C14914,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,65.5,45882000.0,0,0,0,1,0,1,0,0,1,1,0,531 days 01:00:00,3,531
25281,C15085,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,158,0.0,0,137.55,48906000.0,0,0,0,1,0,1,0,0,1,1,0,566 days 01:00:00,3,566
25314,C15163,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,0,68.77,46832400.0,0,0,0,1,0,1,0,0,1,1,0,542 days 01:00:00,3,542
25326,C15200,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,71.5,57027600.0,0,0,0,1,0,1,0,0,1,1,0,660 days 01:00:00,3,660
25328,C15202,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,180,0.0,0,33.6,8553600.0,0,0,0,0,0,0,0,0,1,0,0,99 days 00:00:00,3,99
25360,C15310,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,193,185.5,0,185.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,3,0
25427,C15551,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,68.77,37760400.0,0,0,0,1,0,1,0,0,1,1,0,437 days 01:00:00,3,437
25498,C15854,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1377.07,42771600.0,0,0,0,1,0,1,0,0,1,1,0,495 days 01:00:00,3,495
25614,C16242,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,180,0.0,0,68.77,16765200.0,0,1,0,1,0,1,0,0,1,1,0,194 days 01:00:00,3,194
25759,C16756,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,68.77,39574800.0,0,0,0,1,0,1,0,0,1,1,0,458 days 01:00:00,3,458
25790,C16861,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,180,33.6,0,0.0,6656400.0,0,0,0,1,0,1,0,0,1,1,0,77 days 01:00:00,3,77
25820,C16955,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1377.07,39920400.0,0,0,0,1,0,1,0,0,1,1,0,462 days 01:00:00,3,462
25885,C17167,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,158,0.0,0,137.55,51843600.0,0,0,0,1,0,1,0,0,1,1,0,600 days 01:00:00,3,600
25887,C17173,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1377.07,53139600.0,0,0,0,1,0,1,0,0,1,1,0,615 days 01:00:00,3,615
25908,C17247,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,122,0.0,0,143.0,49597200.0,0,0,0,1,0,1,0,0,1,1,0,574 days 01:00:00,3,574
25909,C17248,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,180,0.0,0,35.0,12790800.0,0,0,0,0,0,0,0,0,1,0,0,148 days 01:00:00,3,148
26008,C17563,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,170,0.0,0,137.55,50461200.0,0,0,0,1,0,1,0,0,1,1,0,584 days 01:00:00,3,584
26009,C17576,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,125,0.0,0,275.1,42771600.0,0,0,0,1,0,1,0,0,1,1,0,495 days 01:00:00,3,495
26160,C18033,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,169,0.0,0,286.5,47523600.0,0,0,0,1,0,1,0,0,1,1,0,550 days 01:00:00,3,550
26165,C18045,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,171,137.5,0,137.5,46227600.0,0,0,0,1,0,1,0,0,1,1,0,535 days 01:00:00,3,535
26185,C18090,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,116,0.0,0,716.5,38275200.0,0,0,0,1,0,1,0,0,1,1,0,443 days 00:00:00,3,443
26258,C18241,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,71.5,45450000.0,0,0,0,1,0,1,0,0,1,1,0,526 days 01:00:00,3,526
26269,C18271,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,193,1433.5,0,1433.5,41734800.0,0,0,0,1,0,1,0,0,1,1,0,483 days 01:00:00,3,483
26274,C18302,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,158,71.0,0,143.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,61 days 00:00:00,3,61
26348,C18504,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,125,0.0,0,286.5,78883200.0,0,0,0,1,0,1,0,0,1,1,0,913 days 00:00:00,3,913
26371,C18543,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,180,35.0,0,35.0,5011200.0,0,0,0,0,0,0,0,0,1,0,0,58 days 00:00:00,3,58
26389,C18598,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,180,35.0,0,35.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,3,0
26473,C18783,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,71.5,83980800.0,0,0,0,1,0,1,0,0,1,1,0,972 days 00:00:00,3,972
26479,C18807,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,71.5,84412800.0,0,0,0,1,0,1,0,0,1,1,0,977 days 00:00:00,3,977
26488,C18836,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,158,0.0,0,143.0,86140800.0,0,0,0,1,0,1,0,0,1,1,0,997 days 00:00:00,3,997
26501,C18872,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,71.5,82598400.0,0,0,0,1,0,1,0,0,1,1,0,956 days 00:00:00,3,956
26512,C18905,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1433.5,82598400.0,0,0,0,1,0,1,0,0,1,1,0,956 days 00:00:00,3,956
26600,C19125,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,71.5,81302400.0,0,0,0,1,0,1,0,0,1,1,0,941 days 00:00:00,3,941
26718,C19428,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,122,0.0,0,74.0,8035200.0,0,0,0,0,0,0,0,0,1,0,0,93 days 00:00:00,3,93
26724,C19447,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1485.0,55555200.0,0,0,0,1,0,1,0,0,1,1,0,643 days 00:00:00,3,643
26730,C19456,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,125,0.0,0,297.0,55382400.0,0,0,0,1,0,1,0,0,1,1,0,641 days 00:00:00,3,641
26767,C19571,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,125,0.0,0,297.0,31104000.0,0,0,0,1,0,1,0,0,1,1,0,360 days 00:00:00,3,360
26768,C19572,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1485.0,31104000.0,0,0,0,1,0,1,0,0,1,1,0,360 days 00:00:00,3,360
26813,C19651,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,74.0,45532800.0,0,0,0,1,0,1,0,0,1,1,0,527 days 00:00:00,3,527
26820,C19667,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,116,0.0,0,0.0,7776000.0,0,1,0,1,0,1,0,0,1,1,0,90 days 00:00:00,3,90
26822,C19668,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,116,0.0,0,742.5,74044800.0,0,1,1,1,1,1,1,0,1,1,0,857 days 00:00:00,3,857
26823,C19671,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,193,742.0,0,742.0,4665600.0,0,0,0,0,0,0,0,0,1,0,0,54 days 00:00:00,3,54
26984,C20128,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1559.5,51145200.0,0,0,0,1,0,1,0,0,1,1,0,591 days 23:00:00,3,591
27132,C20542,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,77.5,94003200.0,0,0,0,1,0,1,0,0,1,1,0,1088 days 00:00:00,3,1088
27135,C20548,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1559.5,43372800.0,0,0,0,1,0,1,0,0,1,1,0,502 days 00:00:00,3,502
27158,C20611,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,77.5,44150400.0,0,0,0,1,0,1,0,0,1,1,0,511 days 00:00:00,3,511
27178,C20672,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,77.5,42422400.0,0,0,0,1,0,1,0,0,1,1,0,491 days 00:00:00,3,491
27179,C20673,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1559.5,42422400.0,0,0,0,1,0,1,0,0,1,1,0,491 days 00:00:00,3,491
27196,C20712,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,77.5,89078400.0,0,0,0,1,0,1,0,0,1,1,0,1031 days 00:00:00,3,1031
27205,C20736,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,218,0.0,0,0.0,8553600.0,0,0,0,0,0,0,0,0,1,0,0,99 days 00:00:00,3,99
27239,C20846,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,126,312.0,0,312.0,66268800.0,0,0,0,1,0,1,0,0,1,1,0,767 days 00:00:00,3,767
27240,C20847,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,180,77.5,0,77.5,28252800.0,0,0,0,1,0,1,0,0,1,1,0,327 days 00:00:00,3,327
27276,C20944,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,779.5,82252800.0,0,0,0,1,0,1,0,0,1,1,0,952 days 00:00:00,3,952
27317,C21041,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,180,38.0,0,38.0,3110400.0,0,0,0,0,0,0,0,0,1,0,0,36 days 00:00:00,3,36
27328,C21076,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,125,0.0,0,155.0,12178800.0,0,0,0,0,0,0,0,0,1,0,0,140 days 23:00:00,3,140
27433,C21360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,77.5,69289200.0,0,0,0,1,0,1,0,0,1,1,0,801 days 23:00:00,3,801
27524,C21564,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,157,38.0,0,38.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00,3,3
27554,C21628,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,180,79.5,0,79.5,19962000.0,0,0,0,1,0,1,0,0,1,1,0,231 days 01:00:00,3,231
27557,C21631,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,157,38.0,0,77.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,60 days 00:00:00,3,60
27582,C21677,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,193,0.0,0,1559.5,52876800.0,0,0,0,1,0,1,0,0,1,1,0,612 days 00:00:00,3,612
