,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
6966,A21555,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,137898000.0,0,1,0,1,0,1,0,0,1,1,0,1596 days 01:00:00,20,1596,1388793.3417599509,29164660085.765236
7063,A21689,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,137206800.0,0,1,0,1,0,1,0,0,1,1,0,1588 days 01:00:00,20,1588,1388793.3417599509,29164660085.765236
13872,A3350,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,166842000.0,0,1,1,1,0,1,1,1,1,1,0,1931 days 01:00:00,20,1931,1388793.3417599509,29164660085.765236
21524,A5922,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,159321600.0,0,1,0,1,0,1,0,0,1,1,0,1844 days 00:00:00,20,1844,1388793.3417599509,29164660085.765236
21531,A5931,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,159148800.0,0,1,0,1,0,1,0,0,1,1,0,1842 days 00:00:00,20,1842,1388793.3417599509,29164660085.765236
21589,A6040,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,161049600.0,0,1,0,1,0,1,0,0,1,1,0,1864 days 00:00:00,20,1864,1388793.3417599509,29164660085.765236
21986,A6659,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,35.0,159753600.0,0,1,0,0,0,0,0,0,1,1,0,1849 days 00:00:00,20,1849,1388793.3417599509,29164660085.765236
21996,A6670,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,159667200.0,0,1,0,1,0,1,0,0,1,1,0,1848 days 00:00:00,20,1848,1388793.3417599509,29164660085.765236
22017,A6697,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,159148800.0,0,1,0,1,0,1,0,0,1,1,0,1842 days 00:00:00,20,1842,1388793.3417599509,29164660085.765236
22116,A6833,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,157420800.0,0,1,0,1,0,1,0,0,1,1,0,1822 days 00:00:00,20,1822,1388793.3417599509,29164660085.765236
22246,A7016,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,159235200.0,0,1,0,1,0,1,0,0,1,1,0,1843 days 00:00:00,20,1843,1388793.3417599509,29164660085.765236
22607,A7664,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,157852800.0,0,1,0,1,0,1,0,0,1,1,0,1827 days 00:00:00,20,1827,1388793.3417599509,29164660085.765236
22755,A7988,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,157248000.0,0,1,0,1,0,1,0,0,1,1,0,1820 days 00:00:00,20,1820,1388793.3417599509,29164660085.765236
23300,A9232,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,151804800.0,0,1,0,1,0,1,0,0,1,1,0,1757 days 00:00:00,20,1757,1388793.3417599509,29164660085.765236
23681,A9845,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,151977600.0,0,1,0,1,0,1,0,0,1,1,0,1759 days 00:00:00,20,1759,1388793.3417599509,29164660085.765236
24308,C12748,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,125.19,136083600.0,0,0,0,1,0,1,0,0,1,1,1,1575 days 01:00:00,20,1575,1388793.3417599509,29164660085.765236
24457,C13187,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,154,0.0,0,65.6,150166800.0,0,0,0,1,0,1,0,0,1,1,0,1738 days 01:00:00,20,1738,1388793.3417599509,29164660085.765236
25957,C17405,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,228013200.0,0,1,0,1,0,1,0,0,1,1,0,2639 days 01:00:00,20,2639,1388793.3417599509,29164660085.765236
26265,C18263,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,170298000.0,0,1,0,1,0,1,0,0,1,1,0,1971 days 01:00:00,20,1971,1388793.3417599509,29164660085.765236
28262,N100307,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,173667600.0,0,1,0,1,0,1,0,0,1,1,0,2010 days 01:00:00,20,2010,1388793.3417599509,29164660085.765236
28440,N100627,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,157,0.0,0,71.5,173149200.0,0,1,1,1,0,1,1,0,1,1,1,2004 days 01:00:00,20,2004,1388793.3417599509,29164660085.765236
28455,N100658,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,35.0,173322000.0,0,1,0,0,0,0,0,0,1,1,0,2006 days 01:00:00,20,2006,1388793.3417599509,29164660085.765236
28472,N100684,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,173235600.0,0,1,1,1,0,1,1,1,1,1,0,2005 days 01:00:00,20,2005,1388793.3417599509,29164660085.765236
28478,N100694,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,173235600.0,0,1,0,1,0,1,0,0,1,1,0,2005 days 01:00:00,20,2005,1388793.3417599509,29164660085.765236
28514,N100780,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,171507600.0,0,1,0,1,0,1,0,0,1,1,0,1985 days 01:00:00,20,1985,1388793.3417599509,29164660085.765236
28627,N101006,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,157,0.0,0,71.5,173149200.0,0,1,0,1,0,1,1,0,1,1,0,2004 days 01:00:00,20,2004,1388793.3417599509,29164660085.765236
29162,N102113,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,170643600.0,0,1,0,1,0,1,0,0,1,1,0,1975 days 01:00:00,20,1975,1388793.3417599509,29164660085.765236
29177,N102144,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,170470800.0,0,1,1,1,0,1,1,1,1,1,0,1973 days 01:00:00,20,1973,1388793.3417599509,29164660085.765236
29853,N19979,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,142218000.0,0,0,0,1,0,1,0,0,1,1,0,1646 days 01:00:00,20,1646,1388793.3417599509,29164660085.765236
30611,N22795,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,62.59,376012800.0,0,1,0,1,0,1,0,0,1,1,0,4352 days 00:00:00,20,4352,1388793.3417599509,29164660085.765236
35239,N30095,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,62.59,166838400.0,0,0,0,1,0,1,0,0,1,1,0,1931 days 00:00:00,20,1931,1388793.3417599509,29164660085.765236
38484,N35412,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,141613200.0,0,0,0,1,0,1,0,0,1,1,0,1639 days 01:00:00,20,1639,1388793.3417599509,29164660085.765236
39194,N36630,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,138502800.0,0,0,0,1,0,1,0,0,1,1,0,1603 days 01:00:00,20,1603,1388793.3417599509,29164660085.765236
39204,N36652,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,135561600.0,0,0,0,1,0,1,0,0,1,1,0,1569 days 00:00:00,20,1569,1388793.3417599509,29164660085.765236
39207,N36657,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,135388800.0,0,0,0,1,0,1,0,0,1,1,0,1567 days 00:00:00,20,1567,1388793.3417599509,29164660085.765236
39322,N36853,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,140749200.0,0,0,0,1,0,1,0,0,1,1,0,1629 days 01:00:00,20,1629,1388793.3417599509,29164660085.765236
39415,N37026,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,138243600.0,0,0,0,1,0,1,0,0,1,1,0,1600 days 01:00:00,20,1600,1388793.3417599509,29164660085.765236
39429,N37055,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137379600.0,0,0,0,1,0,1,0,0,1,1,0,1590 days 01:00:00,20,1590,1388793.3417599509,29164660085.765236
39502,N37196,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,139712400.0,0,0,0,1,0,1,0,0,1,1,0,1617 days 01:00:00,20,1617,1388793.3417599509,29164660085.765236
39546,N37267,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137898000.0,0,0,0,1,0,1,0,0,1,1,0,1596 days 01:00:00,20,1596,1388793.3417599509,29164660085.765236
39653,N37453,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,140230800.0,0,0,0,1,0,1,0,0,1,1,0,1623 days 01:00:00,20,1623,1388793.3417599509,29164660085.765236
39683,N37506,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,138848400.0,0,0,0,1,0,1,0,0,1,1,0,1607 days 01:00:00,20,1607,1388793.3417599509,29164660085.765236
39693,N37521,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,138502800.0,0,0,0,1,0,1,0,0,1,1,0,1603 days 01:00:00,20,1603,1388793.3417599509,29164660085.765236
39718,N37561,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137638800.0,0,0,0,1,0,1,0,0,1,1,0,1593 days 01:00:00,20,1593,1388793.3417599509,29164660085.765236
39735,N37586,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137034000.0,0,0,0,1,0,1,0,0,1,1,0,1586 days 01:00:00,20,1586,1388793.3417599509,29164660085.765236
40015,N38100,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137811600.0,0,0,0,1,0,1,0,0,1,1,0,1595 days 01:00:00,20,1595,1388793.3417599509,29164660085.765236
40036,N38130,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137206800.0,0,0,0,1,0,1,0,0,1,1,0,1588 days 01:00:00,20,1588,1388793.3417599509,29164660085.765236
40078,N38201,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,137552400.0,0,0,0,1,0,1,0,0,1,1,0,1592 days 01:00:00,20,1592,1388793.3417599509,29164660085.765236
40134,N38286,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,136339200.0,0,0,0,1,0,1,0,0,1,1,0,1578 days 00:00:00,20,1578,1388793.3417599509,29164660085.765236
40166,N38350,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,135129600.0,0,0,0,1,0,1,0,0,1,1,0,1564 days 00:00:00,20,1564,1388793.3417599509,29164660085.765236
40198,N38403,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,136771200.0,0,0,0,1,0,1,0,0,1,1,0,1583 days 00:00:00,20,1583,1388793.3417599509,29164660085.765236
43022,N42948,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,65.5,294368400.0,0,1,0,1,0,1,0,0,1,1,0,3407 days 01:00:00,20,3407,1388793.3417599509,29164660085.765236
47270,N50103,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,265251600.0,0,1,0,1,0,1,0,0,1,1,0,3070 days 01:00:00,20,3070,1388793.3417599509,29164660085.765236
47863,N52608,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,240454800.0,0,1,0,1,0,1,0,0,1,1,0,2783 days 01:00:00,20,2783,1388793.3417599509,29164660085.765236
48047,N52887,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,68.77,153532800.0,0,1,1,1,1,1,1,0,1,1,1,1777 days 00:00:00,20,1777,1388793.3417599509,29164660085.765236
48301,N53292,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,68.77,153360000.0,0,0,0,1,0,1,0,0,1,1,1,1775 days 00:00:00,20,1775,1388793.3417599509,29164660085.765236
48568,N53808,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,239504400.0,0,1,0,1,0,1,0,0,1,1,0,2772 days 01:00:00,20,2772,1388793.3417599509,29164660085.765236
49189,N55892,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,237430800.0,0,1,0,1,0,1,0,0,1,1,0,2748 days 01:00:00,20,2748,1388793.3417599509,29164660085.765236
49476,N56410,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,236912400.0,0,1,0,1,0,1,0,0,1,1,0,2742 days 01:00:00,20,2742,1388793.3417599509,29164660085.765236
49506,N56464,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,236480400.0,0,1,0,1,0,1,0,0,1,1,0,2737 days 01:00:00,20,2737,1388793.3417599509,29164660085.765236
49644,N56693,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,235270800.0,0,1,0,1,0,1,0,0,1,1,0,2723 days 01:00:00,20,2723,1388793.3417599509,29164660085.765236
49738,N56835,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,232160400.0,0,1,0,1,0,1,0,0,1,1,0,2687 days 01:00:00,20,2687,1388793.3417599509,29164660085.765236
50039,N57373,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,234579600.0,0,1,0,1,0,1,0,0,1,1,0,2715 days 01:00:00,20,2715,1388793.3417599509,29164660085.765236
50066,N57413,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,234234000.0,0,1,0,1,0,1,0,0,1,1,0,2711 days 01:00:00,20,2711,1388793.3417599509,29164660085.765236
50231,N57666,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,235789200.0,0,1,0,1,0,1,0,0,1,1,0,2729 days 01:00:00,20,2729,1388793.3417599509,29164660085.765236
50378,N57859,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,235789200.0,0,1,0,1,0,1,0,0,1,1,0,2729 days 01:00:00,20,2729,1388793.3417599509,29164660085.765236
50491,N58046,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,235357200.0,0,1,0,1,0,1,0,0,1,1,0,2724 days 01:00:00,20,2724,1388793.3417599509,29164660085.765236
51475,N59698,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,233974800.0,0,1,0,1,0,1,0,0,1,1,0,2708 days 01:00:00,20,2708,1388793.3417599509,29164660085.765236
51508,N59741,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,233802000.0,0,1,0,1,0,1,0,0,1,1,0,2706 days 01:00:00,20,2706,1388793.3417599509,29164660085.765236
51609,N59909,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,234406800.0,0,1,0,1,0,1,0,0,1,1,0,2713 days 01:00:00,20,2713,1388793.3417599509,29164660085.765236
51740,N60200,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,228618000.0,0,1,0,1,0,1,0,0,1,1,0,2646 days 01:00:00,20,2646,1388793.3417599509,29164660085.765236
51879,N60441,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,231987600.0,0,1,0,1,0,1,0,0,1,1,0,2685 days 01:00:00,20,2685,1388793.3417599509,29164660085.765236
51921,N60494,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,232246800.0,0,1,0,1,0,1,0,0,1,1,0,2688 days 01:00:00,20,2688,1388793.3417599509,29164660085.765236
52043,N60683,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,232851600.0,0,1,0,1,0,1,0,0,1,1,0,2695 days 01:00:00,20,2695,1388793.3417599509,29164660085.765236
52083,N60740,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,232419600.0,0,1,0,1,0,1,0,0,1,1,0,2690 days 01:00:00,20,2690,1388793.3417599509,29164660085.765236
52252,N61025,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,233370000.0,0,1,0,1,0,1,0,0,1,1,0,2701 days 01:00:00,20,2701,1388793.3417599509,29164660085.765236
53282,N62663,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,231728400.0,0,1,0,1,0,1,0,0,1,1,0,2682 days 01:00:00,20,2682,1388793.3417599509,29164660085.765236
53290,N62675,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,231555600.0,0,1,0,1,0,1,0,0,1,1,0,2680 days 01:00:00,20,2680,1388793.3417599509,29164660085.765236
53679,N63307,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,229914000.0,0,1,0,1,0,1,0,0,1,1,0,2661 days 01:00:00,20,2661,1388793.3417599509,29164660085.765236
53793,N63553,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,231382800.0,0,1,0,1,0,1,0,0,1,1,0,2678 days 01:00:00,20,2678,1388793.3417599509,29164660085.765236
53902,N63723,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,230864400.0,0,1,0,1,0,1,0,0,1,1,0,2672 days 01:00:00,20,2672,1388793.3417599509,29164660085.765236
54717,N65726,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,68.77,140572800.0,0,0,0,1,0,1,0,0,1,1,1,1627 days 00:00:00,20,1627,1388793.3417599509,29164660085.765236
54725,N65735,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,68.77,140572800.0,0,0,0,1,0,1,0,0,1,1,1,1627 days 00:00:00,20,1627,1388793.3417599509,29164660085.765236
54942,N66150,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,221443200.0,0,1,0,1,0,1,0,0,1,1,0,2563 days 00:00:00,20,2563,1388793.3417599509,29164660085.765236
55221,N66645,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,225594000.0,0,1,0,1,0,1,0,0,1,1,0,2611 days 01:00:00,20,2611,1388793.3417599509,29164660085.765236
55978,N68194,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,222134400.0,0,1,0,1,0,1,0,0,1,1,0,2571 days 00:00:00,20,2571,1388793.3417599509,29164660085.765236
56464,N69083,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,216864000.0,0,1,0,1,0,1,0,0,1,1,0,2510 days 00:00:00,20,2510,1388793.3417599509,29164660085.765236
56848,N70045,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,216864000.0,0,1,0,1,0,1,0,0,1,1,0,2510 days 00:00:00,20,2510,1388793.3417599509,29164660085.765236
57060,N70546,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,216950400.0,0,1,0,1,0,1,0,0,1,1,0,2511 days 00:00:00,20,2511,1388793.3417599509,29164660085.765236
58387,N73139,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,210301200.0,0,1,0,1,0,1,0,0,1,1,0,2434 days 01:00:00,20,2434,1388793.3417599509,29164660085.765236
58477,N73322,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,208141200.0,0,1,0,1,0,1,0,0,1,1,0,2409 days 01:00:00,20,2409,1388793.3417599509,29164660085.765236
58537,N73428,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,212288400.0,0,1,0,1,0,1,0,0,1,1,0,2457 days 01:00:00,20,2457,1388793.3417599509,29164660085.765236
58686,N73840,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,210214800.0,0,1,0,1,0,1,0,0,1,1,0,2433 days 01:00:00,20,2433,1388793.3417599509,29164660085.765236
58809,N74079,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,208746000.0,0,1,0,1,0,1,0,0,1,1,0,2416 days 01:00:00,20,2416,1388793.3417599509,29164660085.765236
58819,N74092,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,208659600.0,0,1,0,1,0,1,0,0,1,1,0,2415 days 01:00:00,20,2415,1388793.3417599509,29164660085.765236
58920,N74266,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,210474000.0,0,1,0,1,0,1,0,0,1,1,0,2436 days 01:00:00,20,2436,1388793.3417599509,29164660085.765236
59006,N74429,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,210301200.0,0,1,0,1,0,1,0,0,1,1,0,2434 days 01:00:00,20,2434,1388793.3417599509,29164660085.765236
59145,N74712,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,207450000.0,0,1,0,1,0,1,0,0,1,1,0,2401 days 01:00:00,20,2401,1388793.3417599509,29164660085.765236
