,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:dismissal@4,event:dismissal@@,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:dismissal@Z,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
56990,A20467,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,9507600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57007,A20921,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,12099600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57069,A22254,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,11494800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57092,A22997,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,9759600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57121,A23464,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11833200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57129,A23701,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11401200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57149,A24123,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,12092400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57151,A24177,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,8982000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57158,A24505,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11833200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57169,A24913,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,12870000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57173,A24993,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,12006000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57187,A25403,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11059200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57188,A25404,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,12096000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57199,A25698,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10191600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57208,A25915,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11746800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57214,A26042,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,87.0,0,13.0,74.0,12610800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57235,A26476,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11487600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57251,A26922,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,11235600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57252,A26973,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,12610800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57256,A27025,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10886400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57257,A27062,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10364400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57262,A27156,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,87.0,0,13.0,74.0,12438000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57272,A27397,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10886400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57297,A27859,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,35.0,0,13.0,44.0,9154800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57307,A28205,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11404800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57327,A28640,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10886400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57332,A28695,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11232000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57337,A28816,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10281600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57349,A29066,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10195200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57354,A29136,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,87.5,0,13.5,74.0,11754000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57355,A29143,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,11322000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57356,A29146,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12618000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57367,A29389,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11145600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57377,A29613,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10886400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57385,A29737,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,11664000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57392,A29862,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,35.5,0,13.5,44.0,12013200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57401,A30175,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12013200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57404,A30291,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12618000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57407,A30427,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10800000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57410,A30451,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12013200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57417,A30558,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,13136400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57423,A30706,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10540800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57456,A31410,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12272400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57467,A31507,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10972800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57480,A31762,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10627200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57482,A31824,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12272400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57486,A31890,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12963600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57491,A31932,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,9849600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57493,A31997,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10108800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57495,A32041,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.0,0,13.0,74.0,10195200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57501,A32118,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,54.6,0,18.6,74.0,12445200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57524,A32581,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12358800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57531,A32723,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12099600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57533,A32744,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,11667600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57554,A33118,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,49.5,0,13.5,74.0,11235600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57555,A33123,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,49.5,0,13.5,74.0,11840400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57556,A33133,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,11667600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57576,A33460,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12963600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57587,A33753,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12272400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57594,A33939,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12531600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57596,A33955,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,49.5,0,13.5,74.0,13136400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57602,A34129,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,49.5,0,13.5,74.0,12790800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57673,A37304,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,35.5,0,13.5,44.0,12700800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57721,A40155,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,51.5,0,13.5,77.5,13042800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57748,A41082,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,51.5,0,13.5,77.5,13046400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57777,A41752,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,51.5,0,13.5,77.5,12700800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
57825,A43105,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,36.5,0,13.5,46.0,11145600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58107,C10194,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,171,65.5,0,0.0,65.5,7776000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58108,C10201,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,171,32.0,0,0.0,65.5,5266800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58110,C10542,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,131.2,0,0.0,262.4,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58111,C10546,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,20,131.2,0,0.0,262.4,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58113,C11407,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,171,31.3,0,0.0,62.59,5529600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58117,C12169,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,171,62.59,0,0.0,62.59,10458000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58120,C12830,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,125.19,0,0.0,250.38,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58121,C12831,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,180,31.3,0,0.0,62.59,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58123,C12905,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,137.91,0,6.71,262.4,5698800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58124,C12920,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,65.6,0,0.0,65.6,5526000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58125,C12923,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,32.8,0,0.0,65.6,5266800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58126,C12966,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,193,655.99,0,0.0,1311.98,5439600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58127,C13002,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,171,32.8,0,0.0,65.6,5180400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58128,C13069,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,32.8,0,0.0,65.6,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58129,C13073,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,189,262.4,0,0.0,262.4,6220800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58130,C13078,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,171,32.8,0,0.0,65.6,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58131,C13088,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,171,32.8,0,0.0,65.6,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58134,C13155,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,131.2,0,0.0,262.4,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58135,C13164,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,172,32.8,0,0.0,65.6,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58136,C13205,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,172,32.8,0,0.0,65.6,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58137,C13212,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,171,32.8,0,0.0,65.6,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58138,C13227,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,171,32.8,0,0.0,65.6,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58139,C13242,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,170,32.8,0,0.0,65.6,5360400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58140,C13251,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,158,65.6,0,0.0,131.2,5443200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
