,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
11358,Application_361574072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,9742128.125,2,112 days 18:08:48,24,112,46933.30328327802,136106528.03171033
12533,Application_1499090661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75000.0,9909066.766000032,5,114 days 16:31:07,24,114,46933.30328327802,136106528.03171033
13101,Application_1100130155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,5811163.861999989,3,67 days 06:12:44,24,67,46933.30328327802,136106528.03171033
14434,Application_1677498057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40000.0,9842145.23300004,3,113 days 21:55:45,24,113,46933.30328327802,136106528.03171033
15242,Application_1710591980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,6971457.236000061,4,80 days 16:30:57,24,80,46933.30328327802,136106528.03171033
15965,Application_451950621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,8643892.424000025,4,100 days 01:04:52,24,100,46933.30328327802,136106528.03171033
16571,Application_811515143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13000.0,6973270.10800004,2,80 days 17:01:10,24,80,46933.30328327802,136106528.03171033
16913,Application_19986585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45000.0,5617880.8759999275,2,65 days 00:31:21,24,65,46933.30328327802,136106528.03171033
18837,Application_822332970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000.0,7227150.7509999275,7,83 days 15:32:31,24,83,46933.30328327802,136106528.03171033
19171,Application_1847622135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,5732475.798000097,2,66 days 08:21:16,24,66,46933.30328327802,136106528.03171033
19419,Application_35950487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000.0,5529358.132999897,2,63 days 23:55:58,24,63,46933.30328327802,136106528.03171033
19686,Application_1850895978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,5569846.899999857,2,64 days 11:10:47,24,64,46933.30328327802,136106528.03171033
20050,Application_2084907175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,9928515.598999977,2,114 days 21:55:16,24,114,46933.30328327802,136106528.03171033
22177,Application_260635392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000.0,5587500.578999996,2,64 days 16:05:01,24,64,46933.30328327802,136106528.03171033
22402,Application_1224187740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,6757281.104000092,2,78 days 05:01:21,24,78,46933.30328327802,136106528.03171033
25242,Application_1309710626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,5520412.013000011,2,63 days 21:26:52,24,63,46933.30328327802,136106528.03171033
27175,Application_1033444821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21000.0,6466859.4850001335,3,74 days 20:20:59,24,74,46933.30328327802,136106528.03171033
27747,Application_813307149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,65000.0,6463632.771999836,4,74 days 19:27:13,24,74,46933.30328327802,136106528.03171033
28104,Application_637536789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17250.0,6478901.3819999695,3,74 days 23:41:41,24,74,46933.30328327802,136106528.03171033
