,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
5505,Application_2003953465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,854597.495000124,1,9 days 21:23:17
5676,Application_537764026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2660345.873000145,1,30 days 18:59:06
5678,Application_2065532160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1467951.8849999905,1,16 days 23:45:52
5772,Application_2052520067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,810654.5729999542,1,9 days 09:10:55
5853,Application_790153003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2242043.1199998856,1,25 days 22:47:23
5875,Application_88971276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1285437.3350000381,1,14 days 21:03:57
5991,Application_1177661137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1120652.0329999924,1,12 days 23:17:32
6005,Application_2018444546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2645229.9609999657,1,30 days 14:47:10
6261,Application_1424943878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1206587.894999981,1,13 days 23:09:48
6789,Application_1925105093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,860338.6050000191,1,9 days 22:58:59
6792,Application_1113516595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,685446.4450001717,1,7 days 22:24:06
6819,Application_479443453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2317175.745000124,1,26 days 19:39:36
6820,Application_413745976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,3389.7730000019073,1,0 days 00:56:30
6891,Application_919038062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,14830.713999986649,1,0 days 04:07:11
6972,Application_1409556915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,530122.6590001583,1,6 days 03:15:23
6978,Application_1987325366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2670948.098999977,1,30 days 21:55:48
6983,Application_874580041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1139451.8079998493,1,13 days 04:30:52
7005,Application_1278440150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,689929.0299999714,1,7 days 23:38:49
7017,Application_776728364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,63833.18899989128,1,0 days 17:43:53
7018,Application_1219039696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,646.1059999465942,1,0 days 00:10:46
7023,Application_1162136709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1271972.8089997768,1,14 days 17:19:33
7025,Application_373868430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,948035.9850001335,1,10 days 23:20:36
7138,Application_1908872618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,775242.2709999084,1,8 days 23:20:42
7211,Application_1155116605,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,351706.9049999714,1,4 days 01:41:47
7257,Application_1717313323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,845692.7319998741,1,9 days 18:54:53
7288,Application_1165073723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,845117.6660001278,1,9 days 18:45:18
7511,Application_373972684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,530806.3180000782,1,6 days 03:26:46
7530,Application_977470348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2599.4000000953674,1,0 days 00:43:19
7595,Application_1085330541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1489361.6789999008,1,17 days 05:42:42
7601,Application_362875716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,964719.4710001945,1,11 days 03:58:39
7816,Application_452817189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,685895.3940000534,1,7 days 22:31:35
7837,Application_1971112661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,834545.5690000057,1,9 days 15:49:06
8083,Application_1824474411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2651697.552000046,1,30 days 16:34:58
8085,Application_1206779719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,929433.5329999924,1,10 days 18:10:34
8095,Application_1179724572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,577840.6790001392,1,6 days 16:30:41
8098,Application_1070992899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,923022.4100000858,1,10 days 16:23:42
8134,Application_1659278181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,944821.4470000267,1,10 days 22:27:01
8273,Application_909055350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1819266.1619999409,1,21 days 01:21:06
8280,Application_2140388661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1908000.4470000267,1,22 days 02:00:00
8286,Application_795534853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1310502.9270000458,1,15 days 04:01:43
8950,Application_776179536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1825439.9919998646,1,21 days 03:04:00
9002,Application_1867535836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,695515.2730000019,1,8 days 01:11:55
9024,Application_885485525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,684136.9170000553,1,7 days 22:02:17
9030,Application_1572053346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1300058.9289999008,1,15 days 01:07:39
9033,Application_1859453433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,957533.85800004,1,11 days 01:58:54
9050,Application_1400303605,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,667275.6690001488,1,7 days 17:21:16
9061,Application_2087974089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1008446.7929999828,1,11 days 16:07:27
9154,Application_882005937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2648450.792999983,1,30 days 15:40:51
9162,Application_806591055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1548568.9579999447,1,17 days 22:09:29
9303,Application_2072748824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,449.34800004959106,1,0 days 00:07:29
9315,Application_710758211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1290038.355000019,1,14 days 22:20:38
9495,Application_2124986925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2942.290999889374,1,0 days 00:49:02
9544,Application_1191521631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,743846.8529999256,1,8 days 14:37:27
9597,Application_424713760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,5277.160000085831,1,0 days 01:27:57
9958,Application_1430280084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,997.3449997901917,1,0 days 00:16:37
10001,Application_989678604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,715852.0469999313,1,8 days 06:50:52
10249,Application_968680506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,768727.3050000668,1,8 days 21:32:07
10338,Application_1929631403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1112043.5350000858,1,12 days 20:54:04
10391,Application_891235175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,717488.3289999962,1,8 days 07:18:08
10395,Application_2108852063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1092.5030000209808,1,0 days 00:18:13
10495,Application_488496337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1048051.7760000229,1,12 days 03:07:32
10526,Application_837826809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,276787.6180000305,1,3 days 04:53:08
10642,Application_114858279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2210.141000032425,1,0 days 00:36:50
10645,Application_745446561,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,355332.5520000458,1,4 days 02:42:13
10689,Application_7568877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,609678.5520000458,1,7 days 01:21:19
10872,Application_1417975442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,88941.62700009346,1,1 days 00:42:22
10918,Application_1572847379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,955253.7190001011,1,11 days 01:20:54
10926,Application_465577412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2665581.2430000305,1,30 days 20:26:21
10929,Application_74640015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,515805.24399995804,1,5 days 23:16:45
10937,Application_2074797883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,423705.7200000286,1,4 days 21:41:46
10942,Application_1642342758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2655336.7509999275,1,30 days 17:35:37
11063,Application_429136936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,428476.95300006866,1,4 days 23:01:17
11065,Application_900021559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,778431.4639999866,1,9 days 00:13:51
11165,Application_822635049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,851.8600001335144,1,0 days 00:14:12
11207,Application_2074357653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,660571.7819998264,1,7 days 15:29:32
11244,Application_1985722666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1830933.3100001812,1,21 days 04:35:33
11267,Application_232376189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1508.3670001029968,1,0 days 00:25:08
11582,Application_877734301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1005937.5650000572,1,11 days 15:25:38
11778,Application_854595471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,779153.8139998913,1,9 days 00:25:54
11862,Application_1243127537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,801021.5450000763,1,9 days 06:30:22
11890,Application_2099887028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1114918.144999981,1,12 days 21:41:58
11943,Application_103997673,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2637441.714999914,1,30 days 12:37:22
12142,Application_824611621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,697618.509000063,1,8 days 01:46:59
12300,Application_1122109641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,361174.9500000477,1,4 days 04:19:35
12331,Application_169182073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2643978.0329999924,1,30 days 14:26:18
12437,Application_123281093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,778641.8370001316,1,9 days 00:17:22
12576,Application_1183058641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,517140.1889998913,1,5 days 23:39:00
12607,Application_1779281635,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,596933.4629998207,1,6 days 21:48:53
12608,Application_1879326807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1896775.6749999523,1,21 days 22:52:56
12811,Application_1489466050,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1138314.1349999905,1,13 days 04:11:54
12950,Application_1800318205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1434072.4679999352,1,16 days 14:21:12
12988,Application_977532214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,426043.9159998894,1,4 days 22:20:44
13118,Application_1671162028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,870915.8589999676,1,10 days 01:55:16
13206,Application_981517804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1172767.851999998,1,13 days 13:46:08
13295,Application_652896535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,505435.2200000286,1,5 days 20:23:55
13429,Application_1151460907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2642680.1130001545,1,30 days 14:04:40
13464,Application_840510638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,340368.7460000515,1,3 days 22:32:49
13483,Application_2048620034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1030381.7999999523,1,11 days 22:13:02
13618,Application_2031313671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1558329.4330000877,1,18 days 00:52:09
13791,Application_1970614782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1407263.9300000668,1,16 days 06:54:24
13908,Application_178269553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,4937.6630001068115,1,0 days 01:22:18
13937,Application_792507306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2834922.832000017,1,32 days 19:28:43
14028,Application_1125731438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1443133.8310000896,1,16 days 16:52:14
14073,Application_867460950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1140271.7909998894,1,13 days 04:44:32
14077,Application_483785645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1818664.4400000572,1,21 days 01:11:04
14214,Application_1457797265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1046216.7350001335,1,12 days 02:36:57
14230,Application_614884672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2659720.3989999294,1,30 days 18:48:40
14247,Application_820285721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,606309.4900000095,1,7 days 00:25:09
14282,Application_45234915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,589874.4220001698,1,6 days 19:51:14
14326,Application_2124314844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1119308.6740000248,1,12 days 22:55:09
14343,Application_1149974626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2163962.078999996,1,25 days 01:06:02
14345,Application_1252266622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1198365.625,1,13 days 20:52:46
14676,Application_885880534,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2994945.211000204,1,34 days 15:55:45
14681,Application_309551659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,337768.88899993896,1,3 days 21:49:29
14686,Application_885659109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1372365.3710000515,1,15 days 21:12:45
14819,Application_440721202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1176158.0789999962,1,13 days 14:42:38
14921,Application_1590553052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1120319.25,1,12 days 23:11:59
14928,Application_492072718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2484436.742000103,1,28 days 18:07:17
14939,Application_180324511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1277558.0460000038,1,14 days 18:52:38
14958,Application_139547047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2221652.0669999123,1,25 days 17:07:32
15221,Application_1420519230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2829081.416000128,1,32 days 17:51:21
15355,Application_353959707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,274333.5569999218,1,3 days 04:12:14
15547,Application_1794658977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1299094.90899992,1,15 days 00:51:35
15561,Application_1413286774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,744063.4710001945,1,8 days 14:41:03
15623,Application_1122987607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1191752.2149999142,1,13 days 19:02:32
15648,Application_403061988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,8877.494999885559,1,0 days 02:27:57
15704,Application_362903716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1733108.007999897,1,20 days 01:25:08
15834,Application_338416179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1315140.0570001602,1,15 days 05:19:00
16055,Application_1915062882,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,284129.44899988174,1,3 days 06:55:29
16114,Application_981920582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1891929.9189999104,1,21 days 21:32:10
16176,Application_1783497318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,869187.9880001545,1,10 days 01:26:28
16180,Application_199374481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,271834.15700006485,1,3 days 03:30:34
16262,Application_1919971626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2847823.725999832,1,32 days 23:03:44
16263,Application_1659132446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1304834.3639998436,1,15 days 02:27:14
16281,Application_507950555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1729070.7909998894,1,20 days 00:17:51
16326,Application_880692737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,850353.9210000038,1,9 days 20:12:34
