,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
3331,Application_1590317013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,38000.0,3401134.3080000877,3,39 days 08:45:34
3471,Application_1883905628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20500.0,7200351.907000065,3,83 days 08:05:52
3487,Application_481247774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,4758310.256000042,3,55 days 01:45:10
3523,Application_1277679234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,3605089.3389999866,3,41 days 17:24:49
3533,Application_1108271369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25000.0,8080018.330000162,3,93 days 12:26:58
3622,Application_130323435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21000.0,3150892.0269999504,3,36 days 11:14:52
3712,Application_1808883606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,2483624.4609999657,3,28 days 17:53:44
3716,Application_1770725801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36000.0,2901857.3420000076,3,33 days 14:04:17
3900,Application_1964107547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17000.0,5242322.888999939,3,60 days 16:12:03
4200,Application_1450514006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19250.0,1688263.8929998875,3,19 days 12:57:44
4226,Application_589947155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,1709832.9210000038,3,19 days 18:57:13
4287,Application_2139576211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,910131.7100000381,3,10 days 12:48:52
4294,Application_1907729053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,2963379.382999897,3,34 days 07:09:39
4433,Application_1714815700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35000.0,2684058.0629999638,3,31 days 01:34:18
4488,Application_2045735408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35000.0,1221448.0,3,14 days 03:17:28
4549,Application_752505942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20000.0,4321733.129999876,3,50 days 00:28:53
4605,Application_1440900290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21000.0,1872845.7230000496,3,21 days 16:14:06
4864,Application_501172822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24000.0,2398035.597000122,3,27 days 18:07:16
5214,Application_1936928312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45000.0,3537214.242000103,3,40 days 22:33:34
5341,Application_1153270142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45000.0,2308996.394999981,3,26 days 17:23:16
5396,Application_74265765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,3707517.8029999733,3,42 days 21:51:58
5441,Application_1797979026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,54000.0,330593.132999897,3,3 days 19:49:53
5489,Application_670767920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,48500.0,4590571.235999823,3,53 days 03:09:31
5499,Application_1256078078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,1824250.6399998665,3,21 days 02:44:11
5552,Application_1908615777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41500.0,2660841.6889998913,3,30 days 19:07:22
5852,Application_1864694828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20000.0,5091294.46600008,3,58 days 22:14:54
5952,Application_177974649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75000.0,2313505.2890000343,3,26 days 18:38:25
5994,Application_338303396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,1206016.3129999638,3,13 days 23:00:16
6045,Application_2091435755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40000.0,2348206.071000099,3,27 days 04:16:46
6243,Application_969473306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,4332941.945999861,3,50 days 03:35:42
6454,Application_1852555058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,2582916.940000057,3,29 days 21:28:37
6502,Application_128062281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41000.0,2503329.387999773,3,28 days 23:22:09
6511,Application_1459578299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,1212512.4370000362,3,14 days 00:48:32
6518,Application_511076234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21000.0,2857451.4960000515,3,33 days 01:44:11
6536,Application_478108820,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35000.0,10346149.892000198,3,119 days 17:55:50
6613,Application_33189114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,2637564.6989998817,3,30 days 12:39:25
6732,Application_50555155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24000.0,1899234.8589999676,3,21 days 23:33:55
6759,Application_566509707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17000.0,746693.239000082,3,8 days 15:24:53
6777,Application_1033361005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,2079602.9670000076,3,24 days 01:40:03
6901,Application_1700174135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23000.0,5351596.525000095,3,61 days 22:33:17
6914,Application_1598819239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,1908041.4620001316,3,22 days 02:00:41
6923,Application_1800705163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40000.0,1129126.848999977,3,13 days 01:38:47
6949,Application_1219772874,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23500.0,7216437.563000202,3,83 days 12:33:58
7159,Application_1298129292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,3412269.9019999504,3,39 days 11:51:10
7205,Application_1124033362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,3023619.1410000324,3,34 days 23:53:39
7271,Application_2058509067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33500.0,3193278.546000004,3,36 days 23:01:19
7360,Application_1868077644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15000.0,4037796.1300001144,3,46 days 17:36:36
7391,Application_512937065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000.0,2808995.256000042,3,32 days 12:16:35
7550,Application_1699666907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,1640898.7060000896,3,18 days 23:48:19
7616,Application_136905722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,3012903.7260000706,3,34 days 20:55:04
7643,Application_467350209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,70000.0,3532512.1139998436,3,40 days 21:15:12
7668,Application_477072595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17000.0,2910113.2309999466,3,33 days 16:21:53
7697,Application_287904563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,1636604.40899992,3,18 days 22:36:44
7722,Application_275058201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33000.0,1042311.7969999313,3,12 days 01:31:52
7760,Application_1167270289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15000.0,2155746.4730000496,3,24 days 22:49:06
7762,Application_207196479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,1547724.1710000038,3,17 days 21:55:24
7944,Application_1262350889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27000.0,4804249.292999983,3,55 days 14:30:49
8120,Application_1130313580,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17000.0,651848.6380000114,3,7 days 13:04:09
8138,Application_654935699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15000.0,949157.8890001774,3,10 days 23:39:18
8234,Application_1115041108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,940759.3059999943,3,10 days 21:19:19
8272,Application_1301985765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50000.0,2671244.9269998074,3,30 days 22:00:45
8320,Application_315416169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19000.0,9411715.832999945,3,108 days 22:21:56
8362,Application_690569623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19400.0,2987728.1549999714,3,34 days 13:55:28
8483,Application_871251765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,4055100.0149998665,3,46 days 22:25:00
8534,Application_709437606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19000.0,2826644.981999874,3,32 days 17:10:45
8645,Application_1963573946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,3874561.7490000725,3,44 days 20:16:02
8743,Application_1588502303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,3273177.7060000896,3,37 days 21:12:58
8820,Application_1359726788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27500.0,4994972.270999908,3,57 days 19:29:32
8845,Application_1484267658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30500.0,2585549.257999897,3,29 days 22:12:29
8868,Application_461933821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,1942404.4199998379,3,22 days 11:33:24
8987,Application_39976522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23800.0,3649252.476999998,3,42 days 05:40:52
9008,Application_2050505348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58350.0,2929194.2219998837,3,33 days 21:39:54
9019,Application_1781246043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23000.0,2588091.6150000095,3,29 days 22:54:52
9042,Application_829451259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,2222626.4839999676,3,25 days 17:23:46
9056,Application_1764214580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,5210716.003000021,3,60 days 07:25:16
9065,Application_1810778714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20000.0,2759669.35800004,3,31 days 22:34:29
9122,Application_1789853151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,2168469.921000004,3,25 days 02:21:10
9173,Application_957865905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,5110030.637000084,3,59 days 03:27:11
9211,Application_615854922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,1712391.5800001621,3,19 days 19:39:52
9249,Application_117449589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,47000.0,4996430.099999905,3,57 days 19:53:50
9314,Application_209353363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,4879488.115999937,3,56 days 11:24:48
9335,Application_1262548993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17000.0,2567056.871999979,3,29 days 17:04:17
9338,Application_1426066854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,1798275.6870000362,3,20 days 19:31:16
9347,Application_798419431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27000.0,4863771.967999935,3,56 days 07:02:52
9460,Application_1615252785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,4768765.963000059,3,55 days 04:39:26
9494,Application_160568748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,2589575.2890000343,3,29 days 23:19:35
9620,Application_188850562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23000.0,4531815.864000082,3,52 days 10:50:16
9669,Application_1238132318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,4505181.529999971,3,52 days 03:26:22
9738,Application_724736325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25000.0,4336116.306999922,3,50 days 04:28:36
9813,Application_1186028058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,75000.0,1206878.4219999313,3,13 days 23:14:38
9846,Application_602682587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,1122175.126999855,3,12 days 23:42:55
9869,Application_99148253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19420.0,1102096.3910000324,3,12 days 18:08:16
9951,Application_1799105860,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17000.0,4990341.876000166,3,57 days 18:12:22
9953,Application_53401839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20000.0,4096347.1590001583,3,47 days 09:52:27
9956,Application_1227687457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17419.36,4818172.25999999,3,55 days 18:22:52
10013,Application_2010562113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35000.0,4482018.122999907,3,51 days 21:00:18
10026,Application_212827687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,1819919.1549999714,3,21 days 01:31:59
10059,Application_450313645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,2142895.3540000916,3,24 days 19:14:55
10079,Application_642207018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15500.0,2465927.1059999466,3,28 days 12:58:47
10141,Application_157101926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,3912068.830999851,3,45 days 06:41:09
10168,Application_1814870066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,3841219.9530000687,3,44 days 11:00:20
10309,Application_1970421092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36500.0,5689752.9960000515,3,65 days 20:29:13
10325,Application_28650741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,3726919.4049999714,3,43 days 03:15:19
10358,Application_228704236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,60000.0,1184244.513999939,3,13 days 16:57:25
10405,Application_822406623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39000.0,2664237.0950000286,3,30 days 20:03:57
10446,Application_214838038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23000.0,4625368.935000181,3,53 days 12:49:29
10449,Application_1049246293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,3467904.7369999886,3,40 days 03:18:25
10481,Application_2057503198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,4045254.0420000553,3,46 days 19:40:54
10521,Application_333690054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,75000.0,3371347.3910000324,3,39 days 00:29:07
10539,Application_662150009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60000.0,3296537.904000044,3,38 days 03:42:18
10561,Application_700314092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000.0,2834837.6180000305,3,32 days 19:27:18
10574,Application_865788556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25000.0,1102047.234999895,3,12 days 18:07:27
10593,Application_1707528347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21500.0,2235523.9779999256,3,25 days 20:58:44
10624,Application_489770374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41000.0,1356157.4340000153,3,15 days 16:42:37
10628,Application_76120364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,1889566.2999999523,3,21 days 20:52:46
10657,Application_827819368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,68000.0,3016436.9940001965,3,34 days 21:53:57
10663,Application_1744802978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,3023896.268000126,3,34 days 23:58:16
10672,Application_931532750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40000.0,5182618.138000011,3,59 days 23:36:58
10695,Application_1414262200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,854109.2019999027,3,9 days 21:15:09
10696,Application_984284284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50000.0,1814138.5570001602,3,20 days 23:55:39
10787,Application_1442707430,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,1103378.4219999313,3,12 days 18:29:38
10797,Application_131383905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23500.0,5323562.7490000725,3,61 days 14:46:03
10815,Application_488044029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,1448603.6920001507,3,16 days 18:23:24
10823,Application_326755186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000.0,2604185.8250000477,3,30 days 03:23:06
10850,Application_1018538193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,70000.0,523531.6480000019,3,6 days 01:25:32
10865,Application_1569156673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55650.0,531910.5230000019,3,6 days 03:45:11
10866,Application_1904511216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17500.0,1106597.8199999332,3,12 days 19:23:18
10919,Application_305127122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,2816170.0020000935,3,32 days 14:16:10
10928,Application_140236565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32500.0,1306639.1710000038,3,15 days 02:57:19
10930,Application_2073308243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,1031609.1999998093,3,11 days 22:33:29
10953,Application_1845304792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,2792565.791000128,3,32 days 07:42:46
10995,Application_657686177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50000.0,2724085.344000101,3,31 days 12:41:25
11015,Application_1586014327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23000.0,2408881.3029999733,3,27 days 21:08:01
11114,Application_1392934703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22000.0,418051.48699998856,3,4 days 20:07:31
11151,Application_101548356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29800.0,3218875.0620000362,3,37 days 06:07:55
11187,Application_1210030167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,1538625.023000002,3,17 days 19:23:45
