,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
600,Application_1297886565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,4363251.299999952,2,50 days 12:00:51
640,Application_600841731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,1016705.746999979,2,11 days 18:25:06
647,Application_189453653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,3664663.663000107,2,42 days 09:57:44
673,Application_1978903514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1044590.5899999142,2,12 days 02:09:51
741,Application_1112798958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,907362.0080001354,2,10 days 12:02:42
754,Application_1082798467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,4183041.2589998245,2,48 days 09:57:21
821,Application_1588116542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,4103770.401000023,2,47 days 11:56:10
840,Application_1292292855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13500.0,1181451.5490000248,2,13 days 16:10:52
908,Application_1542922978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,4007287.845999956,2,46 days 09:08:08
1051,Application_220799111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1610614.3020000458,2,18 days 15:23:34
1065,Application_789888813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,3194926.3359999657,2,36 days 23:28:46
1085,Application_1366775062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,861738.0,2,9 days 23:22:18
1116,Application_1002485344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,8240356.866999865,2,95 days 08:59:17
1210,Application_477108792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,3611341.6749999523,2,41 days 19:09:02
1233,Application_1409118214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,679423.1579999924,2,7 days 20:43:43
1258,Application_1582681407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1368207.8029999733,2,15 days 20:03:28
1263,Application_22627898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,1793338.871999979,2,20 days 18:08:59
1365,Application_1908330917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22400.0,3450897.06799984,2,39 days 22:34:57
1433,Application_927318943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1084549.6780002117,2,12 days 13:15:50
1434,Application_2002661262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,1259704.1829998493,2,14 days 13:55:04
1444,Application_491256589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2861781.481999874,2,33 days 02:56:21
1480,Application_1703977531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1195451.2209999561,2,13 days 20:04:11
1517,Application_1380269741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15500.0,664629.3280000687,2,7 days 16:37:09
1525,Application_1288073304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,3277542.0889999866,2,37 days 22:25:42
1530,Application_2110565193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,1468325.9300000668,2,16 days 23:52:06
1541,Application_1305062269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,1046201.4630000591,2,12 days 02:36:41
1568,Application_528715174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,2996139.2670001984,2,34 days 16:15:39
1586,Application_1258267186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23500.0,1426897.618999958,2,16 days 12:21:38
1597,Application_1949380764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,947743.5829999447,2,10 days 23:15:44
1613,Application_1583309310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34000.0,1535935.9179999828,2,17 days 18:38:56
1656,Application_1771649664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,765985.2840001583,2,8 days 20:46:25
1662,Application_1092887991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,3074825.152999878,2,35 days 14:07:05
1668,Application_1325448893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3062790.1150000095,2,35 days 10:46:30
1686,Application_910353536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40000.0,2671131.9389998913,2,30 days 21:58:52
1736,Application_808098490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,2996543.4530000687,2,34 days 16:22:23
1780,Application_641373824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2400760.1790001392,2,27 days 18:52:40
1802,Application_131484513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22300.0,686928.7200000286,2,7 days 22:48:49
1807,Application_6328980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15300.0,2923323.131000042,2,33 days 20:02:03
1847,Application_1415268279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2894176.3970000744,2,33 days 11:56:16
1888,Application_271836707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,620087.8720002174,2,7 days 04:14:48
1928,Application_226134221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2733625.5009999275,2,31 days 15:20:26
1940,Application_1008776960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,1256366.098999977,2,14 days 12:59:26
2043,Application_1956890072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45000.0,1866697.1460001469,2,21 days 14:31:37
2049,Application_1464259642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,872754.3529999256,2,10 days 02:25:54
2075,Application_2131314372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,963598.9949998856,2,11 days 03:39:59
2092,Application_504209349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24000.0,1021872.4779999256,2,11 days 19:51:12
2100,Application_1007423229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22000.0,1105963.6949999332,2,12 days 19:12:44
2129,Application_1713672177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1514317.3119997978,2,17 days 12:38:37
2163,Application_2065471697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2738766.9609999657,2,31 days 16:46:07
2247,Application_1373223153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,711499.5220000744,2,8 days 05:38:20
2272,Application_224635565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35000.0,1800211.9060001373,2,20 days 20:03:32
2308,Application_173446847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1776699.2000000477,2,20 days 13:31:39
2329,Application_282703106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1259424.1980001926,2,14 days 13:50:24
2339,Application_1443994940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36000.0,1282204.8120000362,2,14 days 20:10:05
2406,Application_540626342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22500.0,1378159.1640000343,2,15 days 22:49:19
2557,Application_1426972073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,600672.7190001011,2,6 days 22:51:13
2587,Application_725642735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2647623.9530000687,2,30 days 15:27:04
2623,Application_1103453856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12070.0,1475124.40899992,2,17 days 01:45:24
2636,Application_799998265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,1722892.5440001488,2,19 days 22:34:53
2674,Application_1454936373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2641734.6459999084,2,30 days 13:48:55
2677,Application_637418409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22500.0,1006344.7120001316,2,11 days 15:32:25
2768,Application_1824880246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1043443.4590001106,2,12 days 01:50:43
2790,Application_2070343371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,733886.3359999657,2,8 days 11:51:26
2800,Application_313746063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,826653.5889999866,2,9 days 13:37:34
2828,Application_842424685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1896538.3220000267,2,21 days 22:48:58
2889,Application_1924118035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,2133307.375,2,24 days 16:35:07
2921,Application_2145337963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,998028.7309999466,2,11 days 13:13:49
2957,Application_110600230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3783888.368999958,2,43 days 19:04:48
3132,Application_878258869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2340950.667999983,2,27 days 02:15:51
3265,Application_1970365711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2665884.2690000534,2,30 days 20:31:24
3288,Application_761865335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2066833.0490000248,2,23 days 22:07:13
3305,Application_981497061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,2749039.498000145,2,31 days 19:37:19
3339,Application_1935557708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40000.0,2446656.957000017,2,28 days 07:37:37
3342,Application_336221196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23000.0,800437.0700001717,2,9 days 06:20:37
3346,Application_836222420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3109091.3469998837,2,35 days 23:38:11
3368,Application_2078455927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22000.0,675157.7790000439,2,7 days 19:32:38
3370,Application_441916641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2748334.1920001507,2,31 days 19:25:34
3421,Application_519680866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,1889350.9520001411,2,21 days 20:49:11
3435,Application_1038193560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24500.0,1514787.3539998531,2,17 days 12:46:27
3440,Application_1379635634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12000.0,1436964.004000187,2,16 days 15:09:24
3479,Application_1619619878,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13500.0,681643.1399998665,2,7 days 21:20:43
3569,Application_75685891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,4741429.226000071,2,54 days 21:03:49
3583,Application_430885251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,514473.3949999809,2,5 days 22:54:33
3680,Application_899496804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24000.0,1208771.3029999733,2,13 days 23:46:11
3699,Application_1583444574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29800.0,1177787.9779999256,2,13 days 15:09:48
3710,Application_163242772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3586906.947999954,2,41 days 12:21:47
3775,Application_1845004175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,492681.16400003433,2,5 days 16:51:21
3803,Application_1159017818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,1438957.1540000439,2,16 days 15:42:37
3862,Application_1532417221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,3240023.106999874,2,37 days 12:00:23
3916,Application_199885135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,2807932.4079999924,2,32 days 11:58:52
3930,Application_1359385575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2517368.309999943,2,29 days 03:16:08
3992,Application_1374389411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35000.0,1872583.10800004,2,21 days 16:09:43
4008,Application_1797182802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2728247.5529999733,2,31 days 13:50:48
4034,Application_1733880590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,1254543.728000164,2,14 days 12:29:04
4043,Application_226400212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1829908.3819999695,2,21 days 04:18:28
4045,Application_1141105874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,800351.0039999485,2,9 days 06:19:11
4054,Application_721664405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,3126569.7170000076,2,36 days 04:29:30
4114,Application_2079120121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,843694.1449999809,2,9 days 18:21:34
4116,Application_502630978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,1095715.5859999657,2,12 days 16:21:56
4261,Application_611986242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13500.0,2635948.8420000076,2,30 days 12:12:29
4273,Application_336986616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,1179205.8380000591,2,13 days 15:33:26
4285,Application_1535364446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,2696939.822999954,2,31 days 05:09:00
4303,Application_966512203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2150366.763999939,2,24 days 21:19:27
4317,Application_247893261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,3295122.559999943,2,38 days 03:18:43
4362,Application_718673327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,973187.9789998531,2,11 days 06:19:48
4364,Application_1249015228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,1033385.8609998226,2,11 days 23:03:06
4392,Application_342000872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24000.0,1631796.2049999237,2,18 days 21:16:36
4423,Application_356998268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2790720.7649998665,2,32 days 07:12:01
4429,Application_718339009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50000.0,2577629.2350001335,2,29 days 20:00:29
4437,Application_697608399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,944797.5279998779,2,10 days 22:26:38
4486,Application_520671394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2600281.759000063,2,30 days 02:18:02
4498,Application_1415699882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,2751895.2999999523,2,31 days 20:24:55
4532,Application_2040526338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2740696.6719999313,2,31 days 17:18:17
4533,Application_750631596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32000.0,3876615.306999922,2,44 days 20:50:15
4577,Application_1067969257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,687466.7200000286,2,7 days 22:57:47
4675,Application_513616489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,677776.6740000248,2,7 days 20:16:17
4682,Application_1870548201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2636003.7049999237,2,30 days 12:13:24
4838,Application_757083144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23000.0,1099673.2009999752,2,12 days 17:27:53
4848,Application_1264958852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18500.0,516781.47199988365,2,5 days 23:33:01
4882,Application_809073228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1362153.1130001545,2,15 days 18:22:33
4989,Application_305043154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,2825905.572999954,2,32 days 16:58:26
5029,Application_129650982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,965421.9069998264,2,11 days 04:10:22
5030,Application_445859947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,700963.370000124,2,8 days 02:42:43
5047,Application_879379997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,923945.496999979,2,10 days 16:39:05
5075,Application_250159106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1263988.0190000534,2,14 days 15:06:28
5181,Application_467120645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2370958.8139998913,2,27 days 10:35:59
5233,Application_532135388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,1098845.026000023,2,12 days 17:14:05
5292,Application_1482065813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24000.0,1116859.019999981,2,12 days 22:14:19
5354,Application_1568793899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,755835.615999937,2,8 days 17:57:16
5411,Application_1584890418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1099326.9379999638,2,12 days 17:22:07
5492,Application_1616643583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,958449.1700000763,2,11 days 02:14:09
5500,Application_1689914291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2307383.703999996,2,26 days 16:56:24
5521,Application_516232179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,606777.634000063,2,7 days 00:32:58
5544,Application_2120901674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,798449.9609999657,2,9 days 05:47:30
5550,Application_1949926859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1472545.4990000725,2,17 days 01:02:25
5562,Application_1220365145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,3520408.7860000134,2,40 days 17:53:29
5585,Application_1301927722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,513836.1620001793,2,5 days 22:43:56
5659,Application_1474877940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,4742076.266000032,2,54 days 21:14:36
5664,Application_2067998304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,781903.6640000343,2,9 days 01:11:44
5672,Application_1925161972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28000.0,858017.8910000324,2,9 days 22:20:18
5680,Application_1341379367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,1969059.8770000935,2,22 days 18:57:40
5712,Application_924702013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,2729541.677000046,2,31 days 14:12:22
5742,Application_1267210506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,897664.625,2,10 days 09:21:05
5743,Application_2078583490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,939890.5679998398,2,10 days 21:04:51
5808,Application_803356232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1267249.736000061,2,14 days 16:00:50
5850,Application_658596017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1147435.3699998856,2,13 days 06:43:55
5874,Application_1388010863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,696025.6459999084,2,8 days 01:20:26
5904,Application_126706929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3079378.4749999046,2,35 days 15:22:58
5922,Application_22462694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,1201421.6879999638,2,13 days 21:43:42
5929,Application_811417218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22000.0,2907481.144999981,2,33 days 15:38:01
5984,Application_1216957190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,1887074.9470000267,2,21 days 20:11:15
6001,Application_935646988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,690795.1889998913,2,7 days 23:53:15
6053,Application_766806831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1130061.35800004,2,13 days 01:54:21
6058,Application_1220405170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,621920.739000082,2,7 days 04:45:21
6068,Application_494420092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12000.0,1657393.027999878,2,19 days 04:23:13
6099,Application_2126080314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3962162.92599988,2,45 days 20:36:03
6153,Application_620461250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26000.0,940151.5849997997,2,10 days 21:09:12
6157,Application_202815709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1100471.7840001583,2,12 days 17:41:12
6163,Application_1566874170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1638316.5609998703,2,18 days 23:05:17
6185,Application_932317770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28000.0,1330030.743999958,2,15 days 09:27:11
6198,Application_1313394322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26000.0,1537718.763999939,2,17 days 19:08:39
6264,Application_883995052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23000.0,1238910.2670001984,2,14 days 08:08:30
6277,Application_258190116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45000.0,2739738.507999897,2,31 days 17:02:19
6310,Application_507863204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1969676.0899999142,2,22 days 19:07:56
6328,Application_1244497545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50000.0,1445685.1279997826,2,16 days 17:34:45
6424,Application_59605709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2626691.131000042,2,30 days 09:38:11
6537,Application_1861219639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21000.0,511677.3339998722,2,5 days 22:07:57
6557,Application_1640906881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34000.0,2461013.771000147,2,28 days 11:36:54
6558,Application_263798827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,1075221.472000122,2,12 days 10:40:21
6578,Application_355088155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2663741.049000025,2,30 days 19:55:41
6590,Application_2010903496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17500.0,955655.0240001678,2,11 days 01:27:35
6601,Application_561722327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,842089.2290000916,2,9 days 17:54:49
6623,Application_728402769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1073347.1429998875,2,12 days 10:09:07
6660,Application_867794296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1108860.6990001202,2,12 days 20:01:01
6676,Application_1149600070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,445977.2379999161,2,5 days 03:52:57
