,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
8452,Application_621848056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27500.0,5931029.338999987,2,68 days 15:30:29,35,68,53335.207303985866,181339568.91431203
8514,Application_636848501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,7856872.070999861,1,90 days 22:27:52,5,90,53335.207303985866,181339568.91431203
8817,Application_1730987479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65000.0,6985340.900000095,2,80 days 20:22:21,35,80,53335.207303985866,181339568.91431203
9723,Application_774441889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,5882661.002000093,2,68 days 02:04:21,35,68,53335.207303985866,181339568.91431203
10355,Application_806535408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,6292937.428999901,2,72 days 20:02:17,34,72,53335.207303985866,181339568.91431203
12760,Application_217687957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,5837061.403000116,4,67 days 13:24:21,40,67,53335.207303985866,181339568.91431203
12989,Application_1099835060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,6380494.647000074,1,73 days 20:21:35,19,73,53335.207303985866,181339568.91431203
13209,Application_1965726299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12000.0,6009156.593000174,1,69 days 13:12:37,19,69,53335.207303985866,181339568.91431203
14089,Application_846553309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,9072762.260999918,3,105 days 00:12:42,42,105,53335.207303985866,181339568.91431203
14090,Application_370939747,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13000.0,12606849.878999949,2,145 days 21:54:10,34,145,53335.207303985866,181339568.91431203
14972,Application_1734549057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60000.0,6457254.362999916,4,74 days 17:40:54,43,74,53335.207303985866,181339568.91431203
16225,Application_51216654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17500.0,6123082.982999802,1,70 days 20:51:23,20,70,53335.207303985866,181339568.91431203
18789,Application_368734251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,6140706.141000032,2,71 days 01:45:06,35,71,53335.207303985866,181339568.91431203
19562,Application_130761111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,8006933.777000189,1,92 days 16:08:54,19,92,53335.207303985866,181339568.91431203
19975,Application_1647108674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16000.0,7030557.440999985,1,81 days 08:55:57,20,81,53335.207303985866,181339568.91431203
20493,Application_1732543782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13000.0,7767856.020999908,2,89 days 21:44:16,34,89,53335.207303985866,181339568.91431203
20921,Application_157155173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16500.0,11467945.518999815,1,132 days 17:32:26,20,132,53335.207303985866,181339568.91431203
21231,Application_739325744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75000.0,12059583.041999817,2,139 days 13:53:03,35,139,53335.207303985866,181339568.91431203
26446,Application_293379010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,6011798.312000036,3,69 days 13:56:38,42,69,53335.207303985866,181339568.91431203
26713,Application_647105703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5000.0,7438528.3740000725,2,86 days 02:15:28,34,86,53335.207303985866,181339568.91431203
27274,Application_542586744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,7272950.434000015,1,84 days 04:15:50,19,84,53335.207303985866,181339568.91431203
27325,Application_1273378053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55000.0,6470792.453999996,3,74 days 21:26:32,42,74,53335.207303985866,181339568.91431203
27615,Application_2041978198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,6468243.26699996,1,74 days 20:44:03,20,74,53335.207303985866,181339568.91431203
28043,Application_654932562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29000.0,6531485.76699996,5,75 days 14:18:06,43,75,53335.207303985866,181339568.91431203
