,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
14490,Application_323553281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40000.0,9931204.28699994,1,114 days 22:40:04,16,114,44894.70323899445,314262859.41829956
14561,Application_1277392889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,11985631.013999939,2,138 days 17:20:31,28,138,44894.70323899445,314262859.41829956
15064,Application_1618112757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16000.0,6613462.305999994,1,76 days 13:04:22,16,76,44894.70323899445,314262859.41829956
15106,Application_1479772524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25000.0,6387039.092999935,1,73 days 22:10:39,5,73,44894.70323899445,314262859.41829956
15126,Application_282538124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,8819510.733999968,1,102 days 01:51:51,16,102,44894.70323899445,314262859.41829956
15595,Application_549914318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60000.0,7698164.196999788,3,89 days 02:22:44,42,89,44894.70323899445,314262859.41829956
16098,Application_899377360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,5510151.703000069,1,63 days 18:35:52,16,63,44894.70323899445,314262859.41829956
16339,Application_1419380655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,5249382.030999899,1,60 days 18:09:42,16,60,44894.70323899445,314262859.41829956
16465,Application_1779124169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35000.0,5360073.351000071,2,62 days 00:54:33,29,62,44894.70323899445,314262859.41829956
16471,Application_65007766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,7183463.713000059,1,83 days 03:24:24,16,83,44894.70323899445,314262859.41829956
16744,Application_1662795116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12000.0,5415421.870000124,2,62 days 16:17:02,28,62,44894.70323899445,314262859.41829956
18189,Application_547842527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17000.0,8728804.747999907,2,101 days 00:40:05,29,101,44894.70323899445,314262859.41829956
18281,Application_1479572731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42000.0,6253176.694000006,3,72 days 08:59:37,42,72,44894.70323899445,314262859.41829956
18756,Application_1686851677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,5201077.926999807,1,60 days 04:44:38,16,60,44894.70323899445,314262859.41829956
18850,Application_185981374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,6951393.6319999695,1,80 days 10:56:34,16,80,44894.70323899445,314262859.41829956
18951,Application_1358901285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,5417372.7430000305,3,62 days 16:49:33,42,62,44894.70323899445,314262859.41829956
20044,Application_1836313442,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,75000.0,5455205.8740000725,2,63 days 03:20:06,29,63,44894.70323899445,314262859.41829956
20209,Application_797343379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,5371765.286000013,3,62 days 04:09:25,42,62,44894.70323899445,314262859.41829956
21747,Application_114551747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,8482263.058000088,2,98 days 04:11:03,29,98,44894.70323899445,314262859.41829956
21808,Application_2090544740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7500.0,6193471.541999817,3,71 days 16:24:32,39,71,44894.70323899445,314262859.41829956
23899,Application_1828802183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,6461698.467000008,3,74 days 18:54:58,39,74,44894.70323899445,314262859.41829956
24160,Application_1667989141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,8992459.715999842,1,104 days 01:54:20,16,104,44894.70323899445,314262859.41829956
24367,Application_1656791018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35000.0,9078822.86800003,4,105 days 01:53:43,43,105,44894.70323899445,314262859.41829956
24393,Application_1906109703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,5680298.458999872,1,65 days 17:51:38,16,65,44894.70323899445,314262859.41829956
24517,Application_90621717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,5953739.359999895,2,68 days 21:48:59,28,68,44894.70323899445,314262859.41829956
24848,Application_268406883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,5914666.68900013,4,68 days 10:57:47,43,68,44894.70323899445,314262859.41829956
25015,Application_1531707627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,6321204.7649998665,2,73 days 03:53:25,29,73,44894.70323899445,314262859.41829956
26764,Application_729494720,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,5413806.698000193,3,62 days 15:50:07,42,62,44894.70323899445,314262859.41829956
26809,Application_1777155847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45000.0,7102612.503000021,2,82 days 04:56:53,29,82,44894.70323899445,314262859.41829956
27848,Application_856904799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,75000.0,5407055.512000084,3,62 days 13:57:36,42,62,44894.70323899445,314262859.41829956
28014,Application_989790181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,5786447.585999966,3,66 days 23:20:48,39,66,44894.70323899445,314262859.41829956
28117,Application_1811563411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,5670645.509000063,1,65 days 15:10:46,16,65,44894.70323899445,314262859.41829956
28186,Application_62072340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,5563658.163000107,4,64 days 09:27:38,43,64,44894.70323899445,314262859.41829956
28486,Application_7606451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25000.0,5242157.393000126,2,60 days 16:09:17,29,60,44894.70323899445,314262859.41829956
28672,Application_1101177535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60000.0,5256247.487999916,4,60 days 20:04:07,43,60,44894.70323899445,314262859.41829956
