,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
7081,Application_773870683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18000.0,5815898.108999968,1,67 days 07:31:38,16,67,42940.80574393575,287703319.1394312
8373,Application_1171453988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21000.0,8156118.398000002,2,94 days 09:35:18,29,94,42940.80574393575,287703319.1394312
8618,Application_964418796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16000.0,5790562.028000116,5,67 days 00:29:22,43,67,42940.80574393575,287703319.1394312
8939,Application_2030977794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13000.0,5317818.069000006,2,61 days 13:10:18,28,61,42940.80574393575,287703319.1394312
9014,Application_145614122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,5355229.489000082,1,61 days 23:33:49,16,61,42940.80574393575,287703319.1394312
9087,Application_212928330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11000.0,5195990.156000137,2,60 days 03:19:50,28,60,42940.80574393575,287703319.1394312
9095,Application_1330910876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,5192879.703000069,2,60 days 02:28:00,28,60,42940.80574393575,287703319.1394312
9430,Application_1875888758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,11583640.323000193,9,134 days 01:40:40,43,134,42940.80574393575,287703319.1394312
10309,Application_1970421092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36500.0,5689752.9960000515,3,65 days 20:29:13,42,65,42940.80574393575,287703319.1394312
10456,Application_475784027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12000.0,5822017.641000032,3,67 days 09:13:38,39,67,42940.80574393575,287703319.1394312
10797,Application_131383905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23500.0,5323562.7490000725,3,61 days 14:46:03,42,61,42940.80574393575,287703319.1394312
10978,Application_1287309755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28000.0,5483981.697000027,2,63 days 11:19:42,29,63,42940.80574393575,287703319.1394312
11335,Application_412734994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,5607223.153000116,2,64 days 21:33:43,29,64,42940.80574393575,287703319.1394312
11358,Application_361574072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,9742128.125,2,112 days 18:08:48,29,112,42940.80574393575,287703319.1394312
12533,Application_1499090661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75000.0,9909066.766000032,5,114 days 16:31:07,43,114,42940.80574393575,287703319.1394312
12564,Application_1836635701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,5435729.034000158,1,62 days 21:55:29,16,62,42940.80574393575,287703319.1394312
13101,Application_1100130155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,5811163.861999989,3,67 days 06:12:44,39,67,42940.80574393575,287703319.1394312
13223,Application_1931200333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,5394511.430000067,1,62 days 10:28:31,16,62,42940.80574393575,287703319.1394312
13236,Application_1044965535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12500.0,5376842.338999987,1,62 days 05:34:02,16,62,42940.80574393575,287703319.1394312
13740,Application_1561375263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,5337552.007000208,2,61 days 18:39:12,28,61,42940.80574393575,287703319.1394312
14318,Application_1955908645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12500.0,5185626.821000099,4,60 days 00:27:07,40,60,42940.80574393575,287703319.1394312
14434,Application_1677498057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40000.0,9842145.23300004,3,113 days 21:55:45,42,113,42940.80574393575,287703319.1394312
15242,Application_1710591980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,6971457.236000061,4,80 days 16:30:57,40,80,42940.80574393575,287703319.1394312
15965,Application_451950621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,8643892.424000025,4,100 days 01:04:52,40,100,42940.80574393575,287703319.1394312
16087,Application_1273389411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17000.0,5254402.322000027,5,60 days 19:33:22,43,60,42940.80574393575,287703319.1394312
16115,Application_739582920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22000.0,5670911.531000137,1,65 days 15:15:12,16,65,42940.80574393575,287703319.1394312
16489,Application_1015602490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12000.0,5439560.629999876,3,62 days 22:59:21,39,62,42940.80574393575,287703319.1394312
16571,Application_811515143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13000.0,6973270.10800004,2,80 days 17:01:10,28,80,42940.80574393575,287703319.1394312
16913,Application_19986585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45000.0,5617880.8759999275,2,65 days 00:31:21,29,65,42940.80574393575,287703319.1394312
17003,Application_61580238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45000.0,5481488.0,3,63 days 10:38:08,42,63,42940.80574393575,287703319.1394312
17401,Application_2039007818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12865.0,5338924.770999908,2,61 days 19:02:05,28,61,42940.80574393575,287703319.1394312
17473,Application_11949550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19000.0,7568768.674000025,1,87 days 14:26:09,16,87,42940.80574393575,287703319.1394312
18282,Application_438493215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17000.0,5378549.342999935,3,62 days 06:02:29,42,62,42940.80574393575,287703319.1394312
18396,Application_1889016438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37295.0,5398989.520999908,4,62 days 11:43:10,43,62,42940.80574393575,287703319.1394312
18837,Application_822332970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000.0,7227150.7509999275,7,83 days 15:32:31,43,83,42940.80574393575,287703319.1394312
19171,Application_1847622135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,5732475.798000097,2,66 days 08:21:16,28,66,42940.80574393575,287703319.1394312
19419,Application_35950487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000.0,5529358.132999897,2,63 days 23:55:58,29,63,42940.80574393575,287703319.1394312
19520,Application_768333251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32500.0,5336799.463000059,2,61 days 18:26:39,29,61,42940.80574393575,287703319.1394312
19686,Application_1850895978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,5569846.899999857,2,64 days 11:10:47,28,64,42940.80574393575,287703319.1394312
19838,Application_650133925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,5257661.95299983,1,60 days 20:27:42,16,60,42940.80574393575,287703319.1394312
20050,Application_2084907175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,9928515.598999977,2,114 days 21:55:16,29,114,42940.80574393575,287703319.1394312
20381,Application_1054777483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,5352249.614000082,2,61 days 22:44:10,28,61,42940.80574393575,287703319.1394312
20883,Application_760306173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6000.0,6020857.565000057,1,69 days 16:27:38,16,69,42940.80574393575,287703319.1394312
21077,Application_932158358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,38500.0,6482415.780999899,1,75 days 00:40:16,16,75,42940.80574393575,287703319.1394312
22177,Application_260635392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000.0,5587500.578999996,2,64 days 16:05:01,29,64,42940.80574393575,287703319.1394312
22402,Application_1224187740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,6757281.104000092,2,78 days 05:01:21,28,78,42940.80574393575,287703319.1394312
22456,Application_1767608602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20000.0,5411898.289000034,1,62 days 15:18:18,16,62,42940.80574393575,287703319.1394312
23200,Application_659941685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50000.0,5304605.711999893,2,61 days 09:30:06,29,61,42940.80574393575,287703319.1394312
23668,Application_879553786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7500.0,5244087.105000019,1,60 days 16:41:27,16,60,42940.80574393575,287703319.1394312
25242,Application_1309710626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,5520412.013000011,2,63 days 21:26:52,28,63,42940.80574393575,287703319.1394312
25712,Application_1259391556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6300.0,8453308.757999897,1,97 days 20:08:29,16,97,42940.80574393575,287703319.1394312
27175,Application_1033444821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21000.0,6466859.4850001335,3,74 days 20:20:59,42,74,42940.80574393575,287703319.1394312
27747,Application_813307149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,65000.0,6463632.771999836,4,74 days 19:27:13,43,74,42940.80574393575,287703319.1394312
27860,Application_862319891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,5392266.7619998455,2,62 days 09:51:07,28,62,42940.80574393575,287703319.1394312
27910,Application_918932747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9000.0,5533326.255000114,1,64 days 01:02:06,16,64,42940.80574393575,287703319.1394312
28104,Application_637536789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17250.0,6478901.3819999695,3,74 days 23:41:41,42,74,42940.80574393575,287703319.1394312
28371,Application_1158368771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,5344595.279000044,2,61 days 20:36:35,29,61,42940.80574393575,287703319.1394312
