,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
556,A10851,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11487600.0,0,0,0,0,0,0,0,0,1,0,0,132 days 23:00:00
560,A10856,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11401200.0,0,0,0,0,0,0,0,0,1,0,0,131 days 23:00:00
566,A10869,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11228400.0,0,0,0,0,0,0,0,0,1,0,0,129 days 23:00:00
571,A10875,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11228400.0,0,0,0,0,0,0,0,0,1,0,0,129 days 23:00:00
576,A10883,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9763200.0,0,0,0,0,0,0,0,0,1,0,0,113 days 00:00:00
582,A10896,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9331200.0,0,0,0,0,0,0,0,0,1,0,0,108 days 00:00:00
592,A10922,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10627200.0,0,0,0,0,0,0,0,0,1,0,0,123 days 00:00:00
607,A10941,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10195200.0,0,0,0,0,0,0,0,0,1,0,0,118 days 00:00:00
613,A10948,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10022400.0,0,0,0,0,0,0,0,0,1,0,0,116 days 00:00:00
619,A10956,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9849600.0,0,0,0,0,0,0,0,0,1,0,0,114 days 00:00:00
625,A10965,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9590400.0,0,0,0,0,0,0,0,0,1,0,0,111 days 00:00:00
634,A10978,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8035200.0,0,0,0,0,0,0,0,0,1,0,0,93 days 00:00:00
636,A10980,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9417600.0,0,0,0,0,0,0,0,0,1,0,0,109 days 00:00:00
645,A10995,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9331200.0,0,0,0,0,0,0,0,0,1,0,0,108 days 00:00:00
646,A10996,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9331200.0,0,0,0,0,0,0,0,0,1,0,0,108 days 00:00:00
648,A10999,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00
660,A11012,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9072000.0,0,0,0,0,0,0,0,0,1,0,0,105 days 00:00:00
666,A11023,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8553600.0,0,0,0,0,0,0,0,0,1,0,0,99 days 00:00:00
691,A11066,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8726400.0,0,0,0,0,0,0,0,0,1,0,0,101 days 00:00:00
692,A11067,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10108800.0,0,0,0,0,0,0,0,0,1,0,0,117 days 00:00:00
699,A11076,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00
707,A11085,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9072000.0,0,0,0,0,0,0,0,0,1,0,0,105 days 00:00:00
713,A11097,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8726400.0,0,0,0,0,0,0,0,0,1,0,0,101 days 00:00:00
726,A11112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10713600.0,0,0,0,0,0,0,0,0,1,0,0,124 days 00:00:00
728,A11117,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10713600.0,0,0,0,0,0,0,0,0,1,0,0,124 days 00:00:00
741,A11140,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10627200.0,0,0,0,0,0,0,0,0,1,0,0,123 days 00:00:00
753,A11153,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9158400.0,0,0,0,0,0,0,0,0,1,0,0,106 days 00:00:00
754,A11154,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,18320400.0,0,0,0,0,0,0,0,0,1,0,0,212 days 01:00:00
764,A11172,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10368000.0,0,0,0,0,0,0,0,0,1,0,0,120 days 00:00:00
765,A11174,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10368000.0,0,0,0,0,0,0,0,0,1,0,0,120 days 00:00:00
766,A11177,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8985600.0,0,0,0,0,0,0,0,0,1,0,0,104 days 00:00:00
773,A11187,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8899200.0,0,0,0,0,0,0,0,0,1,0,0,103 days 00:00:00
781,A11199,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9763200.0,0,0,0,0,0,0,0,0,1,0,0,113 days 00:00:00
797,A11222,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11314800.0,0,0,0,0,0,0,0,0,1,0,0,130 days 23:00:00
810,A11242,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11145600.0,0,0,0,0,0,0,0,0,1,0,0,129 days 00:00:00
812,A11244,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9676800.0,0,0,0,0,0,0,0,0,1,0,0,112 days 00:00:00
813,A11245,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,12614400.0,0,0,0,0,0,0,0,0,1,0,0,146 days 00:00:00
819,A11253,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10886400.0,0,0,0,0,0,0,0,0,1,0,0,126 days 00:00:00
821,A11257,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10540800.0,0,0,0,0,0,0,0,0,1,0,0,122 days 00:00:00
824,A11260,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9158400.0,0,0,0,0,0,0,0,0,1,0,0,106 days 00:00:00
846,A11296,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10022400.0,0,0,0,0,0,0,0,0,1,0,0,116 days 00:00:00
848,A11300,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9676800.0,0,0,0,0,0,0,0,0,1,0,0,112 days 00:00:00
857,A11314,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8985600.0,0,0,0,0,0,0,0,0,1,0,0,104 days 00:00:00
864,A11324,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8985600.0,0,0,0,0,0,0,0,0,1,0,0,104 days 00:00:00
868,A11332,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8812800.0,0,0,0,0,0,0,0,0,1,0,0,102 days 00:00:00
886,A11360,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,11145600.0,0,0,0,0,0,0,0,0,1,0,0,129 days 00:00:00
890,A11368,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10886400.0,0,0,0,0,0,0,0,0,1,0,0,126 days 00:00:00
898,A11381,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00
899,A11382,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00
901,A11385,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10627200.0,0,0,0,0,0,0,0,0,1,0,0,123 days 00:00:00
910,A11394,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00
918,A11409,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10540800.0,0,0,0,0,0,0,0,0,1,0,0,122 days 00:00:00
919,A11410,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10540800.0,0,0,0,0,0,0,0,0,1,0,0,122 days 00:00:00
923,A11414,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9158400.0,0,0,0,0,0,0,0,0,1,0,0,106 days 00:00:00
924,A11418,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10454400.0,0,0,0,0,0,0,0,0,1,0,0,121 days 00:00:00
925,A11419,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10454400.0,0,0,0,0,0,0,0,0,1,0,0,121 days 00:00:00
926,A11421,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,12009600.0,0,0,0,0,0,0,0,0,1,0,0,139 days 00:00:00
937,A11440,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10108800.0,0,0,0,0,0,0,0,0,1,0,0,117 days 00:00:00
943,A11448,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,10108800.0,0,0,0,0,0,0,0,0,1,0,0,117 days 00:00:00
955,A11465,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8812800.0,0,0,0,0,0,0,0,0,1,0,0,102 days 00:00:00
958,A11468,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8812800.0,0,0,0,0,0,0,0,0,1,0,0,102 days 00:00:00
971,A11483,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8640000.0,0,0,0,0,0,0,0,0,1,0,0,100 days 00:00:00
976,A11490,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8294400.0,0,0,0,0,0,0,0,0,1,0,0,96 days 00:00:00
993,A11518,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9849600.0,0,0,0,0,0,0,0,0,1,0,0,114 days 00:00:00
997,A11524,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8467200.0,0,0,0,0,0,0,0,0,1,0,0,98 days 00:00:00
1003,A11534,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9763200.0,0,0,0,0,0,0,0,0,1,0,0,113 days 00:00:00
1010,A11541,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,8208000.0,0,0,0,0,0,0,0,0,1,0,0,95 days 00:00:00
1013,A11548,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,9504000.0,0,0,0,0,0,0,0,0,1,0,0,110 days 00:00:00
1018,A11556,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,14428800.0,0,0,0,0,0,0,0,0,1,0,0,167 days 00:00:00
1021,A11559,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17197200.0,0,0,0,0,0,0,0,0,1,0,0,199 days 01:00:00
