,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
17102,A39438,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71280000.0,0,0,0,1,0,1,0,0,1,1,0,825 days 00:00:00
17104,A39444,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72662400.0,0,0,0,1,0,1,0,0,1,1,0,841 days 00:00:00
17107,A39448,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70416000.0,0,0,0,1,0,1,0,0,1,1,0,815 days 00:00:00
17129,A39489,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,25488000.0,1,0,0,1,0,1,0,0,1,1,0,295 days 00:00:00
17169,A39556,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,87091200.0,1,0,0,1,0,1,0,0,1,1,0,1008 days 00:00:00
17225,A39652,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,73699200.0,0,0,0,1,0,1,0,0,1,1,0,853 days 00:00:00
17226,A39653,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75340800.0,0,0,0,1,0,1,0,0,1,1,0,872 days 00:00:00
17232,A39660,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,27824400.0,1,0,0,1,0,1,0,0,1,1,0,322 days 01:00:00
17257,A39697,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69206400.0,0,0,0,1,0,1,0,0,1,1,0,801 days 00:00:00
17261,A39707,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,59014800.0,1,0,0,1,0,1,0,0,1,1,0,683 days 01:00:00
17275,A39733,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,16851600.0,0,0,0,1,0,1,0,0,1,1,0,195 days 01:00:00
17289,A39761,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,21423600.0,0,0,0,1,0,1,0,0,1,1,0,247 days 23:00:00
17336,A39836,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,29635200.0,0,0,0,1,0,1,0,0,1,1,0,343 days 00:00:00
17353,A39867,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75772800.0,0,0,0,1,0,1,0,0,1,1,0,877 days 00:00:00
17424,A40016,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69206400.0,1,0,0,1,0,1,0,0,1,1,0,801 days 00:00:00
17509,A40162,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,21340800.0,1,0,0,1,0,1,0,0,1,1,0,247 days 00:00:00
17530,A40198,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71971200.0,0,0,0,1,0,1,0,0,1,1,0,833 days 00:00:00
17599,A40328,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69292800.0,0,0,0,1,0,1,0,0,1,1,0,802 days 00:00:00
17605,A40338,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69984000.0,0,0,0,1,0,1,0,0,1,1,0,810 days 00:00:00
17648,A40412,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75686400.0,0,0,0,1,0,1,0,0,1,1,0,876 days 00:00:00
17649,A40413,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,76982400.0,1,0,0,1,0,1,0,0,1,1,0,891 days 00:00:00
17653,A40417,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,15638400.0,0,0,0,1,0,1,0,0,1,1,0,181 days 00:00:00
17654,A40418,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,25146000.0,1,0,0,1,0,1,0,0,1,1,0,291 days 01:00:00
17657,A40422,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,18320400.0,1,0,0,1,0,1,0,0,1,1,0,212 days 01:00:00
17660,A40426,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75340800.0,0,0,0,1,0,1,0,0,1,1,0,872 days 00:00:00
17675,A40445,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70848000.0,0,0,0,1,0,1,0,0,1,1,0,820 days 00:00:00
17682,A40457,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,31795200.0,1,0,0,1,0,1,0,0,1,1,0,368 days 00:00:00
17687,A40465,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,18234000.0,1,0,0,1,0,1,0,0,1,1,0,211 days 01:00:00
17693,A40475,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,14259600.0,0,0,0,1,0,1,0,0,1,1,0,165 days 01:00:00
17708,A40496,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70243200.0,0,0,0,1,0,1,0,0,1,1,0,813 days 00:00:00
17748,A40568,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,20998800.0,1,0,0,1,0,1,0,0,1,1,0,243 days 01:00:00
17750,A40571,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,74217600.0,0,0,0,1,0,1,0,0,1,1,0,859 days 00:00:00
17751,A40573,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70588800.0,0,0,0,1,0,1,0,0,1,1,0,817 days 00:00:00
17752,A40575,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70416000.0,0,0,0,1,0,1,0,0,1,1,0,815 days 00:00:00
17756,A40581,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,84848400.0,2,0,0,1,0,1,0,0,1,1,0,982 days 01:00:00
17767,A40602,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,23760000.0,1,0,0,1,0,1,0,0,1,1,0,275 days 00:00:00
17775,A40615,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72748800.0,0,0,0,1,0,1,0,0,1,1,0,842 days 00:00:00
17776,A40617,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,29898000.0,1,0,0,1,0,1,0,0,1,1,0,346 days 01:00:00
17777,A40620,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,18147600.0,1,0,0,1,0,1,0,0,1,1,0,210 days 01:00:00
17787,A40640,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75254400.0,1,0,0,1,0,1,0,0,1,1,0,871 days 00:00:00
17822,A40742,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72489600.0,0,0,0,1,0,1,0,0,1,1,0,839 days 00:00:00
17900,A40877,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,26182800.0,1,0,0,1,0,1,0,0,1,1,0,303 days 01:00:00
17904,A40885,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,73267200.0,0,0,0,1,0,1,0,0,1,1,0,848 days 00:00:00
17960,A40977,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,78364800.0,0,0,0,1,0,1,0,0,1,1,0,907 days 00:00:00
17980,A41015,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,73090800.0,0,0,0,1,0,1,0,0,1,1,0,845 days 23:00:00
17992,A41032,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,73785600.0,0,0,0,1,0,1,0,0,1,1,0,854 days 00:00:00
17994,A41034,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72835200.0,0,0,0,1,0,1,0,0,1,1,0,843 days 00:00:00
18037,A41093,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70934400.0,0,0,0,1,0,1,0,0,1,1,0,821 days 00:00:00
18053,A41115,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66355200.0,0,0,0,1,0,1,0,0,1,1,0,768 days 00:00:00
18075,A41155,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70329600.0,0,0,0,1,0,1,0,0,1,1,0,814 days 00:00:00
18079,A41160,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,17888400.0,1,0,0,1,0,1,0,0,1,1,0,207 days 01:00:00
18091,A41172,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71107200.0,1,0,0,1,0,1,0,0,1,1,0,823 days 00:00:00
18092,A41173,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71625600.0,0,0,0,1,0,1,0,0,1,1,0,829 days 00:00:00
18104,A41189,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69033600.0,0,0,0,1,0,1,0,0,1,1,0,799 days 00:00:00
18127,A41217,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75085200.0,0,0,0,1,0,1,0,0,1,1,0,869 days 01:00:00
18131,A41221,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69552000.0,0,0,0,1,0,1,0,0,1,1,0,805 days 00:00:00
18144,A41242,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,31449600.0,0,0,0,1,0,1,0,0,1,1,0,364 days 00:00:00
18178,A41309,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,18406800.0,0,0,0,1,0,1,0,0,1,1,0,213 days 01:00:00
18194,A41334,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70416000.0,0,0,0,1,0,1,0,0,1,1,0,815 days 00:00:00
18199,A41344,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,68169600.0,0,0,0,1,0,1,0,0,1,1,0,789 days 00:00:00
18200,A41345,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67737600.0,1,0,0,1,0,1,0,0,1,1,0,784 days 00:00:00
18206,A41354,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,39312000.0,0,0,0,1,0,1,0,0,1,1,0,455 days 00:00:00
18229,A41392,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69897600.0,0,0,0,1,0,1,0,0,1,1,0,809 days 00:00:00
18287,A41506,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67910400.0,0,0,0,1,0,1,0,0,1,1,0,786 days 00:00:00
18288,A41508,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,73094400.0,0,0,0,1,0,1,0,0,1,1,0,846 days 00:00:00
18303,A41536,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66528000.0,0,0,0,1,0,1,0,0,1,1,0,770 days 00:00:00
18305,A41538,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66787200.0,0,0,0,1,0,1,0,0,1,1,0,773 days 00:00:00
18307,A41541,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,62121600.0,1,0,0,1,0,1,0,0,1,1,0,719 days 00:00:00
18312,A41549,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,17888400.0,0,0,0,1,0,1,0,0,1,1,0,207 days 01:00:00
18318,A41557,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66441600.0,0,0,0,1,0,1,0,0,1,1,0,769 days 00:00:00
18321,A41562,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,65145600.0,1,0,0,1,0,1,0,0,1,1,0,754 days 00:00:00
18337,A41596,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67305600.0,1,0,0,1,0,1,0,0,1,1,0,779 days 00:00:00
18376,A41676,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72144000.0,0,0,0,1,0,1,0,0,1,1,0,835 days 00:00:00
18420,A41745,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67910400.0,1,0,0,1,0,1,0,0,1,1,0,786 days 00:00:00
18427,A41757,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,68947200.0,0,0,0,1,0,1,0,0,1,1,0,798 days 00:00:00
18486,A41855,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72576000.0,0,0,0,1,0,1,0,0,1,1,0,840 days 00:00:00
18491,A41861,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,60825600.0,1,0,0,1,0,1,0,0,1,1,0,704 days 00:00:00
18519,A41908,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66614400.0,0,0,0,1,0,1,0,0,1,1,0,771 days 00:00:00
18554,A41957,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,68169600.0,0,0,0,1,0,1,0,0,1,1,0,789 days 00:00:00
18556,A41960,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,91.0,0,77.5,21085200.0,1,0,0,1,0,1,0,0,1,1,0,244 days 01:00:00
18580,A42000,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,64368000.0,0,0,0,1,0,1,0,0,1,1,0,745 days 00:00:00
18593,A42058,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,68256000.0,0,0,0,1,0,1,0,0,1,1,0,790 days 00:00:00
18619,A42104,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71452800.0,0,0,0,1,0,1,0,0,1,1,0,827 days 00:00:00
18626,A42113,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,17542800.0,1,0,0,1,0,1,0,0,1,1,0,203 days 01:00:00
18648,A42147,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70934400.0,1,0,0,1,0,1,0,0,1,1,0,821 days 00:00:00
18659,A42168,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66960000.0,0,0,0,1,0,1,0,0,1,1,0,775 days 00:00:00
18665,A42181,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70502400.0,0,0,0,1,0,1,0,0,1,1,0,816 days 00:00:00
18678,A42203,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,74131200.0,0,0,0,1,0,1,0,0,1,1,0,858 days 00:00:00
18693,A42228,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,75081600.0,1,0,0,1,0,1,0,0,1,1,0,869 days 00:00:00
18694,A42230,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,16070400.0,1,0,0,1,0,1,0,0,1,1,0,186 days 00:00:00
18702,A42243,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,74822400.0,0,0,0,1,0,1,0,0,1,1,0,866 days 00:00:00
18704,A42246,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,83120400.0,0,0,0,1,0,1,0,0,1,1,0,962 days 01:00:00
18786,A42392,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,21430800.0,0,0,0,1,0,1,0,0,1,1,0,248 days 01:00:00
18804,A42415,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71193600.0,0,0,0,1,0,1,0,0,1,1,0,824 days 00:00:00
18842,A42480,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67392000.0,0,0,0,1,0,1,0,0,1,1,0,780 days 00:00:00
18848,A42490,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,65318400.0,0,0,0,1,0,1,0,0,1,1,0,756 days 00:00:00
18860,A42509,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,78886800.0,0,0,0,1,0,1,0,0,1,1,0,913 days 01:00:00
18873,A42531,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,68947200.0,1,0,0,1,0,1,0,0,1,1,0,798 days 00:00:00
18913,A42592,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,59961600.0,1,0,0,1,0,1,0,0,1,1,0,694 days 00:00:00
18985,A42729,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,68428800.0,0,0,0,1,0,1,0,0,1,1,0,792 days 00:00:00
18991,A42738,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69552000.0,0,0,0,1,0,1,0,0,1,1,0,805 days 00:00:00
19007,A42758,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,64800000.0,0,0,0,1,0,1,0,0,1,1,0,750 days 00:00:00
19011,A42762,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67478400.0,0,0,0,1,0,1,0,0,1,1,0,781 days 00:00:00
19020,A42775,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,64454400.0,0,0,0,1,0,1,0,0,1,1,0,746 days 00:00:00
19035,A42803,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,64886400.0,0,0,0,1,0,1,0,0,1,1,0,751 days 00:00:00
19046,A42820,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,63417600.0,0,0,0,1,0,1,0,0,1,1,0,734 days 00:00:00
19084,A42879,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71020800.0,0,0,0,1,0,1,0,0,1,1,0,822 days 00:00:00
19086,A42880,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,67564800.0,1,0,0,1,0,1,0,0,1,1,0,782 days 00:00:00
19091,A42891,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70416000.0,0,0,0,1,0,1,0,0,1,1,0,815 days 00:00:00
19118,A42933,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69897600.0,0,0,0,1,0,1,0,0,1,1,0,809 days 00:00:00
19124,A42944,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71366400.0,1,0,0,1,0,1,0,0,1,1,0,826 days 00:00:00
19125,A42949,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,18752400.0,1,0,0,1,0,1,0,0,1,1,0,217 days 01:00:00
19131,A43006,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71280000.0,1,0,0,1,0,1,0,0,1,1,0,825 days 00:00:00
19134,A43010,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,72057600.0,0,0,0,1,0,1,0,0,1,1,0,834 days 00:00:00
19145,A43033,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70675200.0,0,0,0,1,0,1,0,0,1,1,0,818 days 00:00:00
19150,A43042,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,70675200.0,0,0,0,1,0,1,0,0,1,1,0,818 days 00:00:00
19152,A43045,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69724800.0,0,0,0,1,0,1,0,0,1,1,0,807 days 00:00:00
19159,A43059,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,20134800.0,1,0,0,1,0,1,0,0,1,1,0,233 days 01:00:00
19161,A43064,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,71280000.0,0,0,0,1,0,1,0,0,1,1,0,825 days 00:00:00
19171,A43084,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,31449600.0,0,0,0,1,0,1,0,0,1,1,0,364 days 00:00:00
19172,A43085,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,53226000.0,0,0,0,1,0,1,0,0,1,1,0,616 days 01:00:00
19219,A43161,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66441600.0,0,0,0,1,0,1,0,0,1,1,0,769 days 00:00:00
19227,A43179,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,19443600.0,1,0,0,1,0,1,0,0,1,1,0,225 days 01:00:00
19240,A43199,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,65836800.0,0,0,0,1,0,1,0,0,1,1,0,762 days 00:00:00
19243,A43202,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,69638400.0,0,0,0,1,0,1,0,0,1,1,0,806 days 00:00:00
19250,A43210,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,66528000.0,0,0,0,1,0,1,0,0,1,1,0,770 days 00:00:00
