,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
9245,A25436,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,36.0,0,74.0,74217600.0,1,0,0,1,0,1,0,0,1,1,0,859 days 00:00:00,540839.4946020138,35479065632.57052
9305,A25522,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,78451200.0,1,0,0,1,0,1,0,0,1,1,0,908 days 00:00:00,540839.4946020138,35479065632.57052
9433,A25743,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,74476800.0,1,0,0,1,0,1,0,0,1,1,0,862 days 00:00:00,540839.4946020138,35479065632.57052
9443,A25759,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,36.0,0,74.0,73526400.0,1,0,0,1,0,1,0,0,1,1,0,851 days 00:00:00,540839.4946020138,35479065632.57052
9857,A26434,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.0,0,44.0,78192000.0,1,0,0,1,0,1,0,0,1,1,0,905 days 00:00:00,540839.4946020138,35479065632.57052
10184,A26974,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,81471600.0,1,0,0,1,0,1,0,0,1,1,0,942 days 23:00:00,540839.4946020138,35479065632.57052
10295,A27154,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,36.0,0,74.0,81730800.0,1,0,0,1,0,1,0,0,1,1,0,945 days 23:00:00,540839.4946020138,35479065632.57052
10361,A2725,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,157,46.0,0,71.5,62899200.0,0,0,0,1,0,1,0,0,1,1,1,728 days 00:00:00,540839.4946020138,35479065632.57052
10714,A27840,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.5,0,44.0,69379200.0,1,0,0,1,0,1,0,0,1,1,0,803 days 00:00:00,540839.4946020138,35479065632.57052
10812,A2800,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,81820800.0,1,0,0,1,0,1,0,0,1,1,0,947 days 00:00:00,540839.4946020138,35479065632.57052
11020,A28327,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,82940400.0,1,0,0,1,0,1,0,0,1,1,0,959 days 23:00:00,540839.4946020138,35479065632.57052
11094,A28436,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,82422000.0,1,0,0,1,0,1,0,0,1,1,0,953 days 23:00:00,540839.4946020138,35479065632.57052
11148,A2855,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,82080000.0,1,0,0,1,0,1,0,0,1,1,0,950 days 00:00:00,540839.4946020138,35479065632.57052
11317,A28855,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,78710400.0,1,0,0,1,0,1,0,0,1,1,0,911 days 00:00:00,540839.4946020138,35479065632.57052
11807,A29719,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,40.6,0,44.0,76550400.0,1,0,0,1,0,1,0,0,1,1,0,886 days 00:00:00,540839.4946020138,35479065632.57052
12043,A30158,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,36.0,0,74.0,73008000.0,1,0,0,1,0,1,0,0,1,1,0,845 days 00:00:00,540839.4946020138,35479065632.57052
12495,A31094,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,36.0,0,74.0,71193600.0,1,0,0,1,0,1,0,0,1,1,0,824 days 00:00:00,540839.4946020138,35479065632.57052
13048,A32069,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,73699200.0,1,0,0,1,0,1,0,0,1,1,0,853 days 00:00:00,540839.4946020138,35479065632.57052
13819,A3341,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,80524800.0,1,0,0,1,0,1,0,0,1,1,0,932 days 00:00:00,540839.4946020138,35479065632.57052
14772,A35065,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.5,0,44.0,62899200.0,1,0,0,1,0,1,0,0,1,1,0,728 days 00:00:00,540839.4946020138,35479065632.57052
14774,A35068,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.5,0,44.0,62294400.0,1,0,0,1,0,1,0,0,1,1,0,721 days 00:00:00,540839.4946020138,35479065632.57052
15458,A36301,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.5,0,44.0,59439600.0,1,0,0,1,0,1,0,0,1,1,0,687 days 23:00:00,540839.4946020138,35479065632.57052
15885,A37077,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,41.1,0,44.0,62553600.0,1,0,0,1,0,1,0,0,1,1,0,724 days 00:00:00,540839.4946020138,35479065632.57052
16464,A38252,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.5,0,44.0,57711600.0,1,0,0,1,0,1,0,0,1,1,0,667 days 23:00:00,540839.4946020138,35479065632.57052
16548,A38380,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,55551600.0,1,0,0,1,0,1,0,0,1,1,0,642 days 23:00:00,540839.4946020138,35479065632.57052
16792,A38870,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,54601200.0,1,0,0,1,0,1,0,0,1,1,0,631 days 23:00:00,540839.4946020138,35479065632.57052
17408,A39969,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,85968000.0,1,0,0,1,0,1,0,0,1,1,0,995 days 00:00:00,540839.4946020138,35479065632.57052
18050,A41110,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,38.0,0,77.5,88473600.0,1,0,0,1,0,1,0,0,1,1,0,1024 days 00:00:00,540839.4946020138,35479065632.57052
18249,A41432,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,92880000.0,1,0,0,1,0,1,0,0,1,1,0,1075 days 00:00:00,540839.4946020138,35479065632.57052
18256,A41443,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,91843200.0,1,0,0,1,0,1,0,0,1,1,0,1063 days 00:00:00,540839.4946020138,35479065632.57052
18581,A42001,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,86227200.0,1,0,0,1,0,1,0,0,1,1,0,998 days 00:00:00,540839.4946020138,35479065632.57052
19960,A44403,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,38.0,0,77.5,86054400.0,1,0,0,1,0,1,0,0,1,1,0,996 days 00:00:00,540839.4946020138,35479065632.57052
20170,A44760,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,36.5,0,46.0,86486400.0,1,0,0,1,0,1,0,0,1,1,0,1001 days 00:00:00,540839.4946020138,35479065632.57052
20992,A46767,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,38.0,0,77.5,77673600.0,1,0,0,1,0,1,0,0,1,1,0,899 days 00:00:00,540839.4946020138,35479065632.57052
21700,A6200,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,74127600.0,1,0,0,1,0,1,0,0,1,1,0,857 days 23:00:00,540839.4946020138,35479065632.57052
22077,A6781,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,72140400.0,1,0,0,1,0,1,0,0,1,1,0,834 days 23:00:00,540839.4946020138,35479065632.57052
22772,A8068,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.0,0,44.0,66006000.0,1,0,0,1,0,1,0,0,1,1,0,763 days 23:00:00,540839.4946020138,35479065632.57052
22845,A82,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,84067200.0,1,0,0,1,0,1,0,0,1,1,0,973 days 00:00:00,540839.4946020138,35479065632.57052
22936,A8427,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,67820400.0,1,0,0,1,0,1,0,0,1,1,0,784 days 23:00:00,540839.4946020138,35479065632.57052
23088,A8745,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,67042800.0,1,0,0,1,0,1,0,0,1,1,0,775 days 23:00:00,540839.4946020138,35479065632.57052
23336,A9288,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,64537200.0,1,0,0,1,0,1,0,0,1,1,0,746 days 23:00:00,540839.4946020138,35479065632.57052
23390,A9379,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,62899200.0,1,0,0,1,0,1,0,0,1,1,0,728 days 00:00:00,540839.4946020138,35479065632.57052
23572,A9660,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.0,0,44.0,65574000.0,1,0,0,1,0,1,0,0,1,1,0,758 days 23:00:00,540839.4946020138,35479065632.57052
23642,A9773,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,66438000.0,1,0,0,1,0,1,0,0,1,1,0,768 days 23:00:00,540839.4946020138,35479065632.57052
23722,A9919,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,66092400.0,1,0,0,1,0,1,0,0,1,1,0,764 days 23:00:00,540839.4946020138,35479065632.57052
23828,C10593,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,154,47.16,0,65.5,51663600.0,1,0,0,1,0,1,0,0,1,1,0,597 days 23:00:00,540839.4946020138,35479065632.57052
24388,C12982,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,149,33.57,0,65.6,54262800.0,1,0,0,1,0,1,0,0,1,1,0,628 days 01:00:00,540839.4946020138,35479065632.57052
25244,C15018,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,154,42.0,0,65.5,104889600.0,1,0,0,1,0,1,0,0,1,1,0,1214 days 00:00:00,540839.4946020138,35479065632.57052
28166,N100117,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,87177600.0,1,0,0,1,0,1,0,0,1,1,0,1009 days 00:00:00,540839.4946020138,35479065632.57052
28257,N100296,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,87004800.0,1,0,0,1,0,1,0,0,1,1,0,1007 days 00:00:00,540839.4946020138,35479065632.57052
28320,N100398,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,21.0,0,42.5,85190400.0,1,0,0,1,0,1,0,0,1,1,0,986 days 00:00:00,540839.4946020138,35479065632.57052
28477,N100690,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,86832000.0,1,0,0,1,0,1,0,0,1,1,0,1005 days 00:00:00,540839.4946020138,35479065632.57052
28551,N100839,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,84585600.0,1,0,0,1,0,1,0,0,1,1,0,979 days 00:00:00,540839.4946020138,35479065632.57052
28837,N101350,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,46.0,0,71.5,67305600.0,1,0,0,1,0,1,0,0,1,1,0,779 days 00:00:00,540839.4946020138,35479065632.57052
28838,N101352,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,21.0,0,42.5,86659200.0,1,0,0,1,0,1,0,0,1,1,0,1003 days 00:00:00,540839.4946020138,35479065632.57052
28844,N101361,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,32.0,0,42.5,85276800.0,1,0,0,1,0,1,0,0,1,1,0,987 days 00:00:00,540839.4946020138,35479065632.57052
28845,N101362,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,7,43.0,0,42.5,72579600.0,0,0,0,1,0,1,0,0,1,1,1,840 days 01:00:00,540839.4946020138,35479065632.57052
29187,N102163,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,84758400.0,1,0,0,1,0,1,0,0,1,1,0,981 days 00:00:00,540839.4946020138,35479065632.57052
29208,N102197,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,84499200.0,1,0,0,1,0,1,0,0,1,1,0,978 days 00:00:00,540839.4946020138,35479065632.57052
29382,N102492,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,85622400.0,1,0,0,1,0,1,0,0,1,1,0,991 days 00:00:00,540839.4946020138,35479065632.57052
29388,N102499,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,85622400.0,1,0,0,1,0,1,0,0,1,1,0,991 days 00:00:00,540839.4946020138,35479065632.57052
29662,N102972,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,83980800.0,2,0,0,1,0,1,0,0,1,1,0,972 days 00:00:00,540839.4946020138,35479065632.57052
29737,N18749,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,37.75,0,62.59,63072000.0,1,0,0,1,0,1,0,0,1,1,0,730 days 00:00:00,540839.4946020138,35479065632.57052
30039,N21472,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,37.75,0,62.59,64022400.0,1,0,0,1,0,1,0,0,1,1,0,741 days 00:00:00,540839.4946020138,35479065632.57052
30145,N21967,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,37.75,0,62.59,69462000.0,1,0,0,1,0,1,0,0,1,1,0,803 days 23:00:00,540839.4946020138,35479065632.57052
30540,N22685,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,31.3,0,62.59,67734000.0,1,0,0,1,0,1,0,0,1,1,0,783 days 23:00:00,540839.4946020138,35479065632.57052
